DATE,END_MV,INCOME,GAIN_LOSS,PORTFOLIO_CODE,PORTFOLIO_NAME,PERIOD_ID,CALENDAR_MONTH,FROM_DATE,THRU_DATE,PERIOD_TYPE,PERIOD_SEQ_IN_MONTH,PERIODS_IN_MONTH,SECURITY_ID,TICKER,SECURITY_NAME,BEGIN_WEIGHT,BEGIN_MV,SEC_RETURN,CONTRIBUTION,INDUSTRY_CODE,SECTOR_CODE,COUNTRY_CODE,ASSET_CLASS_CODE,CURRENCY_CODE,USER_CLASS_1_CODE,USER_CLASS_2_CODE,USER_CLASS_3_CODE
2025-05-30,115499.62,,-1059.75,PORT_B,,,,2025-05-30,2025-05-30,,,,91282CNC1,91282CNC1,,0.11862750,116559.38,-0.00909193,-0.00107855,,,,,,,,
2025-05-30,103822.30,,-26041.20,PORT_B,,,,2025-05-30,2025-05-30,,,,91282CPH8,91282CPH8,,0.10663394,129863.50,-0.00065935,-0.00007031,,,,,,,,
2025-05-30,100325.80,,-271.70,PORT_B,,,,2025-05-30,2025-05-30,,,,912810UN6,912810UN6,,0.10304275,100597.50,-0.00270086,-0.00027830,,,,,,,,
2025-05-30,129738.50,,695.75,PORT_B,,,,2025-05-30,2025-05-30,,,,91282CQU8,91282CQU8,,0.13325198,129042.75,0.00539162,0.00071844,,,,,,,,
2025-05-30,31584.39,,-571.59,PORT_C,,,,2025-05-30,2025-05-30,,,,NVDA,NVDA,,0.03165921,32155.97,0.03174838,0.00100513,,,,,,,,
2025-05-30,19735.02,,3458.76,PORT_C,,,,2025-05-30,2025-05-30,,,,AMZN,AMZN,,0.01978178,16276.26,0.21250336,0.00420369,,,,,,,,
2025-05-30,28447.79,,-1801.46,PORT_C,,,,2025-05-30,2025-05-30,,,,GOOGL,GOOGL,,0.02851519,30249.25,-0.05955387,-0.00169819,,,,,,,,
2025-05-30,47446.00,,-8279.86,PORT_C,,,,2025-05-30,2025-05-30,,,,META,META,,0.04755841,55725.86,-0.14858200,-0.00706632,,,,,,,,
2025-05-30,150445.60,,7149.32,PORT_C,,,,2025-05-30,2025-05-30,,,,JPM,JPM,,0.15080203,143296.28,0.04989187,0.00752380,,,,,,,,
2025-05-30,16622.80,,426.23,PORT_C,,,,2025-05-30,2025-05-30,,,,JNJ,JNJ,,0.01666218,16196.57,0.02631575,0.00043848,,,,,,,,
2025-05-30,28785.15,,365.26,PORT_C,,,,2025-05-30,2025-05-30,,,,XOM,XOM,,0.02885335,28419.89,0.01285244,0.00037084,,,,,,,,
2025-05-30,8737.92,,552.68,PORT_C,,,,2025-05-30,2025-05-30,,,,PG,PG,,0.00875862,8185.24,0.06752154,0.00059140,,,,,,,,
2025-05-30,10323.53,,-854.67,PORT_C,,,,2025-05-30,2025-05-30,,,,HD,HD,,0.01034799,11178.20,-0.07645864,-0.00079119,,,,,,,,
2025-05-30,18872.40,,-2855.79,PORT_C,,,,2025-05-30,2025-05-30,,,,BAC,BAC,,0.01891711,21728.19,-0.13143248,-0.00248632,,,,,,,,
2025-05-30,3863.82,,-76.81,PORT_C,,,,2025-05-30,2025-05-30,,,,KO,KO,,0.00387297,3940.63,-0.01949181,-0.00007549,,,,,,,,
2025-05-30,20686.16,,449.34,PORT_C,,,,2025-05-30,2025-05-30,,,,PEP,PEP,,0.02073517,20236.82,0.02220408,0.00046041,,,,,,,,
2025-05-30,43778.77,,-35803.58,PORT_C,,,,2025-05-30,2025-05-30,,,,CSCO,CSCO,,0.04388248,79582.35,-0.05154057,-0.00226173,,,,,,,,
2025-05-30,57950.78,,11494.61,PORT_C,,,,2025-05-30,2025-05-30,,,,PFE,PFE,,0.05808807,46456.16,-0.00205656,-0.00011946,,,,,,,,
2025-05-30,11778.57,,350.21,PORT_C,,,,2025-05-30,2025-05-30,,,,VZ,VZ,,0.01180648,11428.36,0.03064394,0.00036180,,,,,,,,
2025-05-30,39676.84,,1210.96,PORT_C,,,,2025-05-30,2025-05-30,,,,T,T,,0.03977085,38465.88,0.03148154,0.00125205,,,,,,,,
2025-05-30,60790.74,,-3557.38,PORT_C,,,,2025-05-30,2025-05-30,,,,WMT,WMT,,0.06093476,64348.12,-0.05528336,-0.00336868,,,,,,,,
2025-05-30,5207.49,,415.55,PORT_C,,,,2025-05-30,2025-05-30,,,,DIS,DIS,,0.00521983,4791.94,0.08671740,0.00045265,,,,,,,,
2025-05-30,92480.97,,-6374.91,PORT_C,,,,2025-05-30,2025-05-30,,,,CRM,CRM,,0.09270007,98855.88,-0.06448691,-0.00597794,,,,,,,,
2025-05-30,33577.71,,4281.36,PORT_C,,,,2025-05-30,2025-05-30,,,,ORCL,ORCL,,0.03365726,29296.35,0.14613971,0.00491866,,,,,,,,
2025-05-30,41903.57,,26505.61,PORT_C,,,,2025-05-30,2025-05-30,,,,MRK,MRK,,0.04200285,15397.96,0.08854874,0.00371930,,,,,,,,
2025-05-30,12975.18,,-113.91,PORT_C,,,,2025-05-30,2025-05-30,,,,CVX,CVX,,0.01300592,13089.09,-0.00870267,-0.00011319,,,,,,,,
2025-06-30,56633.28,,3662.04,PORT_A,,,,2025-06-30,2025-06-30,,,,AAPL,AAPL,,0.05653098,52971.24,0.06913261,0.00390813,,,,,,,,
2025-06-30,8006.38,,-1855.04,PORT_A,,,,2025-06-30,2025-06-30,,,,MSFT,MSFT,,0.00799192,9861.43,0.03557295,0.00028430,,,,,,,,
2025-06-30,29714.25,,-23368.75,PORT_A,,,,2025-06-30,2025-06-30,,,,NVDA,NVDA,,0.02966058,53083.00,-0.10436863,-0.00309563,,,,,,,,
2025-06-30,77188.26,,17983.21,PORT_A,,,,2025-06-30,2025-06-30,,,,AMZN,AMZN,,0.07704884,59205.06,0.06669996,0.00513915,,,,,,,,
2025-06-30,60176.60,,3281.02,PORT_A,,,,2025-06-30,2025-06-30,,,,GOOGL,GOOGL,,0.06006790,56895.58,0.05766740,0.00346396,,,,,,,,
2025-06-30,31028.09,,-760.73,PORT_A,,,,2025-06-30,2025-06-30,,,,META,META,,0.03097204,31788.82,-0.02393078,-0.00074119,,,,,,,,
2025-06-30,32234.29,,-5377.11,PORT_A,,,,2025-06-30,2025-06-30,,,,JPM,JPM,,0.03217606,37611.40,-0.14296490,-0.00460005,,,,,,,,
2025-06-30,6926.62,,277.50,PORT_A,,,,2025-06-30,2025-06-30,,,,JNJ,JNJ,,0.00691411,6649.12,0.04173485,0.00028856,,,,,,,,
2025-06-30,36209.06,,17018.96,PORT_A,,,,2025-06-30,2025-06-30,,,,XOM,XOM,,0.03614365,19190.10,0.07820647,0.00282667,,,,,,,,
2025-06-30,19747.20,,1179.12,PORT_A,,,,2025-06-30,2025-06-30,,,,PG,PG,,0.01971153,18568.08,0.06350253,0.00125173,,,,,,,,
2025-06-30,11544.18,,1220.65,PORT_A,,,,2025-06-30,2025-06-30,,,,HD,HD,,0.01152333,10323.53,0.11823959,0.00136251,,,,,,,,
2025-06-30,53831.16,,-2786.04,PORT_A,,,,2025-06-30,2025-06-30,,,,BAC,BAC,,0.05373392,56617.20,-0.04920837,-0.00264416,,,,,,,,
2025-06-30,5733.03,,-62.70,PORT_A,,,,2025-06-30,2025-06-30,,,,KO,KO,,0.00572267,5795.73,-0.01081831,-0.00006191,,,,,,,,
2025-06-30,28871.73,,-2157.51,PORT_A,,,,2025-06-30,2025-06-30,,,,PEP,PEP,,0.02881958,31029.24,-0.06953151,-0.00200387,,,,,,,,
2025-06-30,28816.82,,-8923.50,PORT_A,,,,2025-06-30,2025-06-30,,,,CSCO,CSCO,,0.02876476,37740.32,0.02261865,0.00065062,,,,,,,,
2025-06-30,18121.54,,272.70,PORT_A,,,,2025-06-30,2025-06-30,,,,PFE,PFE,,0.01808881,17848.84,0.01527848,0.00027637,,,,,,,,
2025-06-30,31382.05,,1935.62,PORT_A,,,,2025-06-30,2025-06-30,,,,VZ,VZ,,0.03132536,29446.43,0.06573379,0.00205913,,,,,,,,
2025-06-30,120945.00,,-388.12,PORT_A,,,,2025-06-30,2025-06-30,,,,91282CQQ7,91282CQQ7,,0.12072654,121333.12,-0.00319884,-0.00038618,,,,,,,,
2025-06-30,116581.50,,-265.25,PORT_A,,,,2025-06-30,2025-06-30,,,,91282CQH7,91282CQH7,,0.11637092,116846.75,-0.00227007,-0.00026417,,,,,,,,
2025-06-30,102325.30,,9925.60,PORT_A,,,,2025-06-30,2025-06-30,,,,91282CNC1,91282CNC1,,0.10214047,92399.70,0.00674569,0.00068901,,,,,,,,
2025-06-30,103283.20,,-539.10,PORT_A,,,,2025-06-30,2025-06-30,,,,91282CPH8,91282CPH8,,0.10309664,103822.30,-0.00519253,-0.00053533,,,,,,,,
2025-06-30,109987.63,,-2696.62,PORT_B,,,,2025-06-30,2025-06-30,,,,META,META,,0.11454198,112684.25,-0.02393078,-0.00274108,,,,,,,,
2025-06-30,86387.90,,29970.80,PORT_B,,,,2025-06-30,2025-06-30,,,,JPM,JPM,,0.08996504,56417.10,-0.14296490,-0.01286184,,,,,,,,
2025-06-30,22511.51,,5888.71,PORT_B,,,,2025-06-30,2025-06-30,,,,JNJ,JNJ,,0.02344367,16622.80,0.04173485,0.00097842,,,,,,,,
2025-06-30,51727.22,,22942.07,PORT_B,,,,2025-06-30,2025-06-30,,,,XOM,XOM,,0.05386914,28785.15,0.07820647,0.00421292,,,,,,,,
2025-06-30,13939.20,,832.32,PORT_B,,,,2025-06-30,2025-06-30,,,,PG,PG,,0.01451639,13106.88,0.06350253,0.00092183,,,,,,,,
2025-06-30,11544.18,,1220.65,PORT_B,,,,2025-06-30,2025-06-30,,,,HD,HD,,0.01202220,10323.53,0.11823959,0.00142150,,,,,,,,
2025-06-30,53831.16,,-2786.04,PORT_B,,,,2025-06-30,2025-06-30,,,,BAC,BAC,,0.05606019,56617.20,-0.04920837,-0.00275863,,,,,,,,
2025-06-30,9555.05,,-104.50,PORT_B,,,,2025-06-30,2025-06-30,,,,KO,KO,,0.00995070,9659.55,-0.01081831,-0.00010765,,,,,,,,
2025-06-30,12318.60,,-920.54,PORT_B,,,,2025-06-30,2025-06-30,,,,PEP,PEP,,0.01282869,13239.14,-0.06953151,-0.00089200,,,,,,,,
2025-06-30,62007.61,,2881.12,PORT_B,,,,2025-06-30,2025-06-30,,,,CSCO,CSCO,,0.06457522,59126.49,0.02261865,0.00146060,,,,,,,,
2025-06-30,35301.71,,531.24,PORT_B,,,,2025-06-30,2025-06-30,,,,PFE,PFE,,0.03676347,34770.46,0.01527848,0.00056169,,,,,,,,
2025-06-30,31382.05,,1935.62,PORT_B,,,,2025-06-30,2025-06-30,,,,VZ,VZ,,0.03268151,29446.43,0.06573379,0.00214828,,,,,,,,
2025-06-30,83385.39,,4031.70,PORT_B,,,,2025-06-30,2025-06-30,,,,T,T,,0.08683820,79353.69,0.05080671,0.00441196,,,,,,,,
2025-06-30,29447.48,,-947.89,PORT_B,,,,2025-06-30,2025-06-30,,,,WMT,WMT,,0.03066684,30395.37,-0.03118534,-0.00095636,,,,,,,,
2025-06-30,5163.93,,-43.56,PORT_B,,,,2025-06-30,2025-06-30,,,,DIS,DIS,,0.00537776,5207.49,-0.00836487,-0.00004498,,,,,,,,
2025-06-30,113503.57,,36436.10,PORT_B,,,,2025-06-30,2025-06-30,,,,CRM,CRM,,0.11820352,77067.48,-0.01814546,-0.00214486,,,,,,,,
2025-06-30,48304.74,,-2061.82,PORT_B,,,,2025-06-30,2025-06-30,,,,ORCL,ORCL,,0.05030494,50366.57,-0.04093638,-0.00205930,,,,,,,,
2025-06-30,46632.60,,-106.10,PORT_B,,,,2025-06-30,2025-06-30,,,,91282CQH7,91282CQH7,,0.04856356,46738.70,-0.00227007,-0.00011024,,,,,,,,
2025-06-30,116278.75,,779.12,PORT_B,,,,2025-06-30,2025-06-30,,,,91282CNC1,91282CNC1,,0.12109361,115499.62,0.00674569,0.00081686,,,,,,,,
2025-06-30,103283.20,,-539.10,PORT_B,,,,2025-06-30,2025-06-30,,,,91282CPH8,91282CPH8,,0.10755994,103822.30,-0.00519253,-0.00055851,,,,,,,,
2025-06-30,100919.70,,593.90,PORT_B,,,,2025-06-30,2025-06-30,,,,912810UN6,912810UN6,,0.10509857,100325.80,0.00591971,0.00062215,,,,,,,,
2025-06-30,130166.75,,428.25,PORT_B,,,,2025-06-30,2025-06-30,,,,91282CQU8,91282CQU8,,0.13555668,129738.50,0.00330087,0.00044746,,,,,,,,
2025-06-30,28287.97,,-3296.42,PORT_C,,,,2025-06-30,2025-06-30,,,,NVDA,NVDA,,0.02897816,31584.39,-0.10436863,-0.00302441,,,,,,,,
2025-06-30,21051.34,,1316.32,PORT_C,,,,2025-06-30,2025-06-30,,,,AMZN,AMZN,,0.02156497,19735.02,0.06669996,0.00143838,,,,,,,,
2025-06-30,30088.30,,1640.51,PORT_C,,,,2025-06-30,2025-06-30,,,,GOOGL,GOOGL,,0.03082242,28447.79,0.05766740,0.00177745,,,,,,,,
2025-06-30,46310.58,,-1135.42,PORT_C,,,,2025-06-30,2025-06-30,,,,META,META,,0.04744050,47446.00,-0.02393078,-0.00113529,,,,,,,,
2025-06-30,128937.16,,-21508.44,PORT_C,,,,2025-06-30,2025-06-30,,,,JPM,JPM,,0.13208307,150445.60,-0.14296490,-0.01888324,,,,,,,,
2025-06-30,17316.55,,693.75,PORT_C,,,,2025-06-30,2025-06-30,,,,JNJ,JNJ,,0.01773905,16622.80,0.04173485,0.00074034,,,,,,,,
2025-06-30,19242.53,,-9542.62,PORT_C,,,,2025-06-30,2025-06-30,,,,XOM,XOM,,0.01971202,28785.15,0.07820647,0.00154161,,,,,,,,
2025-06-30,9292.80,,554.88,PORT_C,,,,2025-06-30,2025-06-30,,,,PG,PG,,0.00951953,8737.92,0.06350253,0.00060451,,,,,,,,
2025-06-30,18355.25,,8031.72,PORT_C,,,,2025-06-30,2025-06-30,,,,HD,HD,,0.01880309,10323.53,0.11823959,0.00222327,,,,,,,,
2025-06-30,17943.72,,-928.68,PORT_C,,,,2025-06-30,2025-06-30,,,,BAC,BAC,,0.01838153,18872.40,-0.04920837,-0.00090452,,,,,,,,
2025-06-30,3822.02,,-41.80,PORT_C,,,,2025-06-30,2025-06-30,,,,KO,KO,,0.00391527,3863.82,-0.01081831,-0.00004236,,,,,,,,
2025-06-30,19247.82,,-1438.34,PORT_C,,,,2025-06-30,2025-06-30,,,,PEP,PEP,,0.01971744,20686.16,-0.06953151,-0.00137098,,,,,,,,
2025-06-30,25214.71,,-18564.05,PORT_C,,,,2025-06-30,2025-06-30,,,,CSCO,CSCO,,0.02582992,43778.77,0.02261865,0.00058424,,,,,,,,
2025-06-30,58836.17,,885.40,PORT_C,,,,2025-06-30,2025-06-30,,,,PFE,PFE,,0.06027171,57950.78,0.01527848,0.00092086,,,,,,,,
2025-06-30,25607.75,,13829.18,PORT_C,,,,2025-06-30,2025-06-30,,,,VZ,VZ,,0.02623255,11778.57,0.06573379,0.00172436,,,,,,,,
2025-06-30,41692.69,,2015.85,PORT_C,,,,2025-06-30,2025-06-30,,,,T,T,,0.04270995,39676.84,0.05080671,0.00216995,,,,,,,,
2025-06-30,37692.77,,-23097.97,PORT_C,,,,2025-06-30,2025-06-30,,,,WMT,WMT,,0.03861243,60790.74,-0.03118534,-0.00120414,,,,,,,,
2025-06-30,5163.93,,-43.56,PORT_C,,,,2025-06-30,2025-06-30,,,,DIS,DIS,,0.00528992,5207.49,-0.00836487,-0.00004425,,,,,,,,
2025-06-30,90802.86,,-1678.11,PORT_C,,,,2025-06-30,2025-06-30,,,,CRM,CRM,,0.09301834,92480.97,-0.01814546,-0.00168786,,,,,,,,
2025-06-30,32203.16,,-1374.55,PORT_C,,,,2025-06-30,2025-06-30,,,,ORCL,ORCL,,0.03298888,33577.71,-0.04093638,-0.00135045,,,,,,,,
2025-06-30,52810.13,,10906.55,PORT_C,,,,2025-06-30,2025-06-30,,,,MRK,MRK,,0.05409863,41903.57,-0.03055587,-0.00165303,,,,,,,,
2025-06-30,12932.85,,-42.33,PORT_C,,,,2025-06-30,2025-06-30,,,,CVX,CVX,,0.01324840,12975.18,-0.00326238,-0.00004322,,,,,,,,
2025-06-30,51444.80,,51444.80,PORT_C,,,,2025-06-30,2025-06-30,,,,91282CQM6,91282CQM6,,0.05269999,0.00,0.00384015,0.00020238,,,,,,,,
2025-07-31,50229.26,,-6404.02,PORT_A,,,,2025-07-31,2025-07-31,,,,AAPL,AAPL,,0.05104539,56633.28,0.03130386,0.00159792,,,,,,,,
2025-07-31,8061.40,,55.02,PORT_A,,,,2025-07-31,2025-07-31,,,,MSFT,MSFT,,0.00819238,8006.38,0.00687167,0.00005630,,,,,,,,
2025-07-31,30752.65,,1038.40,PORT_A,,,,2025-07-31,2025-07-31,,,,NVDA,NVDA,,0.03125232,29714.25,0.03494620,0.00109215,,,,,,,,
2025-07-31,59765.58,,-17422.68,PORT_A,,,,2025-07-31,2025-07-31,,,,AMZN,AMZN,,0.06073666,77188.26,-0.22571669,-0.01370928,,,,,,,,
2025-07-31,55650.86,,-4525.74,PORT_A,,,,2025-07-31,2025-07-31,,,,GOOGL,GOOGL,,0.05655508,60176.60,-0.07520764,-0.00425337,,,,,,,,
2025-07-31,34238.85,,3210.76,PORT_A,,,,2025-07-31,2025-07-31,,,,META,META,,0.03479517,31028.09,-0.07002374,-0.00243649,,,,,,,,
2025-07-31,35593.39,,3359.10,PORT_A,,,,2025-07-31,2025-07-31,,,,JPM,JPM,,0.03617171,32234.29,0.10420890,0.00376941,,,,,,,,
2025-07-31,14603.38,,7676.76,PORT_A,,,,2025-07-31,2025-07-31,,,,JNJ,JNJ,,0.01484065,6926.62,-0.15668104,-0.00232525,,,,,,,,
2025-07-31,37238.46,,1029.40,PORT_A,,,,2025-07-31,2025-07-31,,,,XOM,XOM,,0.03784351,36209.06,-0.10012426,-0.00378905,,,,,,,,
2025-07-31,20666.52,,919.32,PORT_A,,,,2025-07-31,2025-07-31,,,,PG,PG,,0.02100231,19747.20,0.04655432,0.00097775,,,,,,,,
2025-07-31,13311.49,,1767.31,PORT_A,,,,2025-07-31,2025-07-31,,,,HD,HD,,0.01352778,11544.18,0.15309099,0.00207098,,,,,,,,
2025-07-31,38890.87,,-14940.29,PORT_A,,,,2025-07-31,2025-07-31,,,,BAC,BAC,,0.03952278,53831.16,-0.01482691,-0.00058600,,,,,,,,
2025-07-31,6302.64,,569.61,PORT_A,,,,2025-07-31,2025-07-31,,,,KO,KO,,0.00640505,5733.03,0.09935584,0.00063638,,,,,,,,
2025-07-31,30242.13,,1370.40,PORT_A,,,,2025-07-31,2025-07-31,,,,PEP,PEP,,0.03073351,28871.73,0.04746512,0.00145877,,,,,,,,
2025-07-31,37248.22,,8431.40,PORT_A,,,,2025-07-31,2025-07-31,,,,CSCO,CSCO,,0.03785343,28816.82,0.29258627,0.01107539,,,,,,,,
2025-07-31,20332.93,,2211.39,PORT_A,,,,2025-07-31,2025-07-31,,,,PFE,PFE,,0.02066330,18121.54,0.12203079,0.00252156,,,,,,,,
2025-07-31,26074.45,,-5307.60,PORT_A,,,,2025-07-31,2025-07-31,,,,VZ,VZ,,0.02649811,31382.05,-0.16912853,-0.00448159,,,,,,,,
2025-07-31,120433.62,,-511.38,PORT_A,,,,2025-07-31,2025-07-31,,,,91282CQQ7,91282CQQ7,,0.12239044,120945.00,-0.00422816,-0.00051749,,,,,,,,
2025-07-31,114976.62,,-1604.88,PORT_A,,,,2025-07-31,2025-07-31,,,,91282CQH7,91282CQH7,,0.11684478,116581.50,-0.01376612,-0.00160850,,,,,,,,
2025-07-31,110946.60,,8621.30,PORT_A,,,,2025-07-31,2025-07-31,,,,91282CNC1,91282CNC1,,0.11274927,102325.30,-0.00610064,-0.00068784,,,,,,,,
2025-07-31,103136.30,,-146.90,PORT_A,,,,2025-07-31,2025-07-31,,,,91282CPH8,91282CPH8,,0.10481207,103283.20,-0.00142230,-0.00014907,,,,,,,,
2025-07-31,86135.48,,-23852.15,PORT_B,,,,2025-07-31,2025-07-31,,,,META,META,,0.08659015,109987.63,-0.07002374,-0.00606337,,,,,,,,
2025-07-31,77593.59,,-8794.31,PORT_B,,,,2025-07-31,2025-07-31,,,,JPM,JPM,,0.07800317,86387.90,0.10420890,0.00812862,,,,,,,,
2025-07-31,18984.39,,-3527.13,PORT_B,,,,2025-07-31,2025-07-31,,,,JNJ,JNJ,,0.01908460,22511.51,-0.15668104,-0.00299019,,,,,,,,
