FROM_DATE,THRU_DATE,PORTFOLIO_CODE,SECURITY_ID,BEGIN_WEIGHT,SEC_RETURN,CONTRIBUTION
2021-06-01,2021-06-30,MEGA_ALPHA,CAT,0.006446905243543,-0.0972706228188582,-0.0006270944882935904
2021-06-01,2021-06-30,MEGA_ALPHA,CHTR,0.003435406602673,0.0387599985236195,0.00013315635484763814
2021-06-01,2021-06-30,MEGA_ALPHA,CL,0.0029374531036458,-0.0290046780547807,-0.00008519988157226279
2021-06-01,2021-06-30,MEGA_ALPHA,CMCSA,0.0099094396374563,-0.0055812452675968,-0.00005530701308108913
2021-06-01,2021-06-30,MEGA_ALPHA,COF,0.0031722956700384,-0.0378779910282288,-0.00012016018692860359
2021-06-01,2021-06-30,MEGA_ALPHA,COP,0.0032522800180492,0.0925726345600816,0.00030107212959792413
2021-06-01,2021-06-30,MEGA_ALPHA,COST,0.0078539983529366,0.0459990149199434,0.0003612761874179415
2021-06-01,2021-06-30,MEGA_ALPHA,CRM,0.0085366298660824,0.0259135798066505,0.00022121463931456246
2021-06-01,2021-06-30,MEGA_ALPHA,CSCO,0.0102107716796332,0.0018902635453357,0.000019301049475756815
2021-06-01,2021-06-30,MEGA_ALPHA,CVS,0.0049993993226131,-0.0347062804693145,-0.0001735105550687112
2021-06-01,2021-06-30,MEGA_ALPHA,CVX,0.0085596946167405,0.0091530310221348,0.00007834715036702604
2021-06-01,2021-06-30,MEGA_ALPHA,DD,0.0018498391151311,-0.0848799423380858,-0.00015701423742706341
2021-06-01,2021-06-30,MEGA_ALPHA,DHR,0.0067526995755977,0.0485279171480221,0.0003276944455300892
2021-06-01,2021-06-30,MEGA_ALPHA,DIS,0.0128604509457123,-0.0161208088519676,-0.00020732087144593396
2021-06-01,2021-06-30,MEGA_ALPHA,DOW,0.0020327378572322,-0.075124280893422,-0.00015270796976940454
2021-06-01,2021-06-30,MEGA_ALPHA,DUK,0.0034413803783453,-0.0149670589695418,-0.00005150734305931817
2021-06-01,2021-06-30,MEGA_ALPHA,EMR,0.0025488482500985,0.0057476031526091,0.000014649768237788326
2021-06-01,2021-06-30,MEGA_ALPHA,EXC,0.0019787941565916,-0.0179520450239087,-0.00003552340179217984
2021-06-01,2021-06-30,MEGA_ALPHA,F,0.0025818636109929,0.0227116771161957,0.000058638452690925845
2021-06-01,2021-06-30,MEGA_ALPHA,FDX,0.0034148312150551,-0.0500028256351472,-0.000170751209819858
2021-06-01,2021-06-30,MEGA_ALPHA,GD,0.0020706908538874,-0.0086884689351962,-0.00001799113315839557
2021-06-01,2021-06-30,MEGA_ALPHA,GE,0.0061062700106704,-0.0419454212107196,-0.0002561300676239552
2021-06-01,2021-06-30,MEGA_ALPHA,GILD,0.0037526714520403,0.0524632765111794,0.00019687744004399937
2021-06-01,2021-06-30,MEGA_ALPHA,GM,0.0034944245970114,-0.0023607168361238,-8.249346978729936e-6
2021-06-01,2021-06-30,MEGA_ALPHA,GOOG,0.0331870251374565,0.0392940223956221,0.0013040517089952894
2021-06-01,2021-06-30,MEGA_ALPHA,GOOGL,0.0338238148068133,0.0360396872808226,0.0012189997082820085
2021-06-01,2021-06-30,MEGA_ALPHA,GS,0.0059547063351258,0.0201871832919351,0.00012020874823683164
2021-06-01,2021-06-30,MEGA_ALPHA,HD,0.0148945963892029,0.0051809311317245,0.00007716787812729263
2021-06-01,2021-06-30,MEGA_ALPHA,HON,0.0068899275934306,-0.050062817592846,-0.00034492918833783253
2021-06-01,2021-06-30,MEGA_ALPHA,IBM,0.0057572061516802,0.0198275168876802,0.00011415110219829549
2021-06-01,2021-06-30,MEGA_ALPHA,INTC,0.0099163551190912,-0.0171569391223678,-0.00017013430109402803
2021-06-01,2021-06-30,MEGA_ALPHA,JNJ,0.0205846577010896,-0.0266473821448406,-0.0005485272400816705
2021-06-01,2021-06-30,MEGA_ALPHA,JPM,0.0226870067552487,-0.0529714197343649,-0.0012017629573486508
2021-06-01,2021-06-30,MEGA_ALPHA,KHC,0.0010827043818693,-0.0644644366442328,-0.00006979592802944672
2021-06-01,2021-06-30,MEGA_ALPHA,KO,0.0096892712039363,-0.0139677526390773,-0.00013533734342951694
2021-06-01,2021-06-30,MEGA_ALPHA,LIN,0.0072479334728601,-0.0348725182228573,-0.0002527536921103712
2021-06-01,2021-06-30,MEGA_ALPHA,LLY,0.0079880582267943,0.1490937632789013,0.0011909696623237495
2021-06-01,2021-06-30,MEGA_ALPHA,LMT,0.0039270382792038,-0.0100731895381803,-0.000039557800910109284
2021-06-01,2021-06-30,MEGA_ALPHA,LOW,0.0063134200451349,-0.0044138942733727,-0.00002786676858261735
2021-06-01,2021-06-30,MEGA_ALPHA,MA,0.0134726026944755,0.0125075369178275,0.00016850907558037457
2021-06-01,2021-06-30,MEGA_ALPHA,MCD,0.0078610621793652,-0.0123989830596042,-0.0000974691767924444
2021-06-01,2021-06-30,MEGA_ALPHA,MDLZ,0.0036753853255066,-0.0122332176307884,-0.000044961788563928306
2021-06-01,2021-06-30,MEGA_ALPHA,MDT,0.0069493537907461,-0.0144851606231789,-0.00010066250588625443
2021-06-01,2021-06-30,MEGA_ALPHA,MET,0.002100316415816,-0.084302464671948,-0.0001770618504442408
2021-06-01,2021-06-30,MEGA_ALPHA,MMM,0.0048823469697103,-0.0217196645819871,-0.00010604293855498885
2021-06-01,2021-06-30,MEGA_ALPHA,MO,0.0041583489614082,-0.0142513894303819,-0.00005926225043645237
2021-06-01,2021-06-30,MEGA_ALPHA,MRK,0.0085954500064474,0.0831930432600993,0.0007150816442263992
2021-06-01,2021-06-30,MEGA_ALPHA,MS,0.0062329612245841,0.0081362206976964,0.00005071274812340026
2021-06-01,2021-06-30,MEGA_ALPHA,MSFT,0.0814339212398217,0.0849886442838225,0.006920958564888023
2021-06-01,2021-06-30,MEGA_ALPHA,NEE,0.0060565397825707,0.0061099353513658,0.00003700506652448205
2021-06-01,2021-06-30,MEGA_ALPHA,NFLX,0.0094038064799758,0.0505161195072068,0.0004750438119651032
2021-06-01,2021-06-30,MEGA_ALPHA,NKE,0.0065271270285535,0.1321267288744974,0.000862407943231092
2021-06-01,2021-06-30,MEGA_ALPHA,NVDA,0.0201610381895335,0.2316220524999364,0.004669741045989351
2021-06-01,2021-06-30,MEGA_ALPHA,ORCL,0.0064984360478965,-0.0114299647704293,-0.0000742768950903448
2021-06-01,2021-06-30,MEGA_ALPHA,PEP,0.0083258565700855,0.0088715359959667,0.00007386313625876934
2021-06-01,2021-06-30,MEGA_ALPHA,PFE,0.008883414991206,0.0111024019973353,0.00009862724434152385
2021-06-01,2021-06-30,MEGA_ALPHA,PG,0.013798230250815,0.0005932182152432,8.185361522903206e-6
2021-06-01,2021-06-30,MEGA_ALPHA,PM,0.0069885907303153,0.0402692091529668,0.00028142502180355177
2021-06-01,2021-06-30,MEGA_ALPHA,PYPL,0.0104632237773599,0.1209908208398118,0.0012659540334534105
2021-06-01,2021-06-30,MEGA_ALPHA,QCOM,0.0066668265620367,0.0677818721811733,0.0004518899858820227
2021-06-01,2021-06-30,MEGA_ALPHA,RTX,0.0062016231894173,-0.0383271253686279,-0.0002376903894697869
2021-06-01,2021-06-30,MEGA_ALPHA,SBUX,0.0058019051552224,-0.0181770068335518,-0.00010546126965409697
2021-06-01,2021-06-30,MEGA_ALPHA,SO,0.0030860861011364,-0.0533481238237963,-0.00016463690345432143
2021-06-01,2021-06-30,MEGA_ALPHA,SPG,0.0021576131551397,0.0154875088113817,0.000033416052751779175
2021-06-01,2021-06-30,MEGA_ALPHA,T,0.0087940512557243,-0.02208606002732,-0.00019422594391725574
2021-06-01,2021-06-30,MEGA_ALPHA,TGT,0.0048042432588149,0.0653094052704668,0.0003137622700078504
2021-06-01,2021-06-30,MEGA_ALPHA,TMO,0.0078160433339371,0.0750847587967054,0.0005868657284732642
2021-06-01,2021-06-30,MEGA_ALPHA,TMUS,0.0035852966589952,0.0238954484591495,0.0000856722715257807
2021-06-01,2021-06-30,MEGA_ALPHA,TSLA,0.0222570003458071,0.087137347189101,0.0019394159665205345
2021-06-01,2021-06-30,MEGA_ALPHA,TXN,0.0078265797685163,0.0130649423044348,0.00010225381311672212
2021-06-01,2021-06-30,MEGA_ALPHA,UNH,0.0167427897064464,-0.0243090542870174,-0.0004070013838901216
2021-06-01,2021-06-30,MEGA_ALPHA,UNP,0.0063909484449707,-0.021359018135546,-0.00013650438373946866
2021-06-01,2021-06-30,MEGA_ALPHA,UPS,0.0062232711629007,-0.0308944740045662,-0.00019226468916560212
2021-06-01,2021-06-30,MEGA_ALPHA,USB,0.003379224795244,-0.0557930065943278,-0.0001885371112847645
2021-06-01,2021-06-30,MEGA_ALPHA,V,0.0166233960394915,0.0286844746810444,0.00047683338280776766
2021-06-01,2021-06-30,MEGA_ALPHA,VZ,0.0094803179119125,-0.0081433181253623,-0.00007720124468627395
2021-06-01,2021-06-30,MEGA_ALPHA,WFC,0.0083874634186454,-0.0306081549787087,-0.0002567247801961483
2021-06-01,2021-06-30,MEGA_ALPHA,WMT,0.009299625551043,-0.0071112316561502,-0.00006613179160892023
2021-06-01,2021-06-30,MEGA_ALPHA,XOM,0.0111321050199562,0.0806920557419095,0.0008982724387950963
2021-07-01,2021-07-30,MEGA_ALPHA,AAPL,0.0965357822110744,0.0649824800904403,0.006273134545546223
2021-07-01,2021-07-30,MEGA_ALPHA,ABBV,0.0092751391810358,0.0440033932351153,0.0004081375966935435
2021-07-01,2021-07-30,MEGA_ALPHA,ABT,0.0082180911762077,0.0475336567301964,0.00039063592494731277
2021-07-01,2021-07-30,MEGA_ALPHA,ACN,0.0068259716692484,0.0806905485131068,0.0005507913981265806
2021-07-01,2021-07-30,MEGA_ALPHA,ADBE,0.0099606632498427,0.0614541174342055,0.0006121237690784083
2021-07-01,2021-07-30,MEGA_ALPHA,AIG,0.0016938324345057,-0.0052522787291376,-8.896480066477645e-6
2021-07-01,2021-07-30,MEGA_ALPHA,AMGN,0.0060283280888406,-0.0090667516656316,-0.00005465735374046927
2021-07-01,2021-07-30,MEGA_ALPHA,AMT,0.0049463238809105,0.0468645142441512,0.00023180706597311537
2021-07-01,2021-07-30,MEGA_ALPHA,AMZN,0.0625677134632518,-0.0327222827222827,-0.0020473584092312986
2021-07-01,2021-07-30,MEGA_ALPHA,AVGO,0.0095207261196641,0.0179516410188498,0.00017091265753899675
2021-07-01,2021-07-30,MEGA_ALPHA,AXP,0.0045874144119169,0.0347692170320033,0.00015950080730367847
2021-07-01,2021-07-30,MEGA_ALPHA,BA,0.005175422088421,-0.0546001083835187,-0.0002825786069582433
2021-07-01,2021-07-30,MEGA_ALPHA,BAC,0.0128282569419156,-0.0696092590789673,-0.0008929654610013638
2021-07-01,2021-07-30,MEGA_ALPHA,BIIB,0.0019938309477044,-0.056429891839608,-0.0001125116647254224
2021-07-01,2021-07-30,MEGA_ALPHA,BK,0.0018418488251375,0.0088163621939008,0.00001623840634882286
2021-07-01,2021-07-30,MEGA_ALPHA,BKNG,0.0040198440592134,-0.0044925451845035,-0.00001805933107067416
2021-07-01,2021-07-30,MEGA_ALPHA,BLK,0.0049892546348976,-0.008914698455914,-0.000044477700589883403
2021-07-01,2021-07-30,MEGA_ALPHA,BMY,0.0060576605929145,0.0232175898153912,0.0001406442788871483
2021-07-01,2021-07-30,MEGA_ALPHA,BRKB,0.022603989694164,0.0013313007315456,0.000030092708015689736
2021-07-01,2021-07-30,MEGA_ALPHA,C,0.0061015463297436,-0.0371035950019372,-0.00022638930390436287
2021-07-01,2021-07-30,MEGA_ALPHA,CASH_USD,0.0025166701914293,-0.0001095694178527,-2.7575008780215144e-7
2021-07-01,2021-07-30,MEGA_ALPHA,CAT,0.0056986931663871,-0.0448948920741673,-0.00025584221466874355
2021-07-01,2021-07-30,MEGA_ALPHA,CHTR,0.0033793527843262,0.0313257678335892,0.00010586082074959578
2021-07-01,2021-07-30,MEGA_ALPHA,CL,0.0027614019161496,-0.017475617407175,-0.00004825720339407035
2021-07-01,2021-07-30,MEGA_ALPHA,CMCSA,0.0096105848612253,0.0361777415795212,0.0003476892555374675
2021-07-01,2021-07-30,MEGA_ALPHA,COF,0.0029244506343195,0.045316578916265,0.00013252609795686086
2021-07-01,2021-07-30,MEGA_ALPHA,COP,0.0034417420593905,-0.0724364706793941,-0.00024930764777107744
2021-07-01,2021-07-30,MEGA_ALPHA,COST,0.0079844908287235,0.088092336769737,0.000703372455018787
2021-07-01,2021-07-30,MEGA_ALPHA,CRM,0.0086001142263773,-0.0095796739181894,-0.00008238628994787622
2021-07-01,2021-07-30,MEGA_ALPHA,CSCO,0.0099384391870343,0.0520006796095866,0.0005168055919843309
2021-07-01,2021-07-30,MEGA_ALPHA,CVS,0.0047161640264333,-0.0069654506310399,-0.000032850207694007506
2021-07-01,2021-07-30,MEGA_ALPHA,CVX,0.0084135369616219,-0.0279739366129312,-0.00023535974965496477
2021-07-01,2021-07-30,MEGA_ALPHA,DD,0.0016226066846308,-0.0265540891051196,-0.00004308684248624896
2021-07-01,2021-07-30,MEGA_ALPHA,DHR,0.0068969738588516,0.1085481555239444,0.0007486537910752024
2021-07-01,2021-07-30,MEGA_ALPHA,DIS,0.0123149895569639,0.0014223094032537,0.000017515725447840872
2021-07-01,2021-07-30,MEGA_ALPHA,DOW,0.0018362577435096,-0.0176991325639331,-0.00003250016922392508
2021-07-01,2021-07-30,MEGA_ALPHA,DUK,0.0033070056574537,0.0647284153539773,0.00021405723577361588
2021-07-01,2021-07-30,MEGA_ALPHA,EMR,0.0025043689250786,0.0483167484458679,0.0001210029633686713
2021-07-01,2021-07-30,MEGA_ALPHA,EXC,0.0018999789366119,0.0561951743729756,0.00010676964764788649
2021-07-01,2021-07-30,MEGA_ALPHA,F,0.0025859141532081,-0.0612381741876416,-0.00015835666134844537
2021-07-01,2021-07-30,MEGA_ALPHA,FDX,0.0031590562473999,-0.0616097847739309,-0.00019462877549104965
2021-07-01,2021-07-30,MEGA_ALPHA,GD,0.0019697096102537,0.0478964920865061,0.00009434218076023135
2021-07-01,2021-07-30,MEGA_ALPHA,GE,0.0057050091554041,-0.0378900025721262,-0.00021616281157226487
2021-07-01,2021-07-30,MEGA_ALPHA,GILD,0.0037979610070605,-0.0082774067215124,-0.00003143726796788459
2021-07-01,2021-07-30,MEGA_ALPHA,GM,0.0034207405324159,-0.039378039475704,-0.00013470205572161404
2021-07-01,2021-07-30,MEGA_ALPHA,GOOG,0.0331312756487987,0.079039891432598,0.002618692430304527
2021-07-01,2021-07-30,MEGA_ALPHA,GOOGL,0.0340760656730798,0.1035060505180192,0.003527078975013138
2021-07-01,2021-07-30,MEGA_ALPHA,GS,0.0058478833549042,-0.0122520464551769,-0.000071648538528742
2021-07-01,2021-07-30,MEGA_ALPHA,HD,0.0143319263387755,0.0291636107381254,0.00041797072087153546
2021-07-01,2021-07-30,MEGA_ALPHA,HON,0.0063708789616632,0.0658308583207665,0.0004194004303040022
2021-07-01,2021-07-30,MEGA_ALPHA,IBM,0.0057141539943731,-0.0384062773560359,-0.00021945938316299366
2021-07-01,2021-07-30,MEGA_ALPHA,INTC,0.0094268899956854,-0.0431065873727048,-0.0004063610572518894
2021-07-01,2021-07-30,MEGA_ALPHA,JNJ,0.0195379162565075,0.0452837168641624,0.0008847494678754015
2021-07-01,2021-07-30,MEGA_ALPHA,JPM,0.0207494094028671,-0.0185504967811661,-0.0003849118523389838
2021-07-01,2021-07-30,MEGA_ALPHA,KHC,0.0009754629101906,-0.0566454925418207,-0.000055255577004024345
2021-07-01,2021-07-30,MEGA_ALPHA,KO,0.0092335231188753,0.05396423379954,0.0004982800003804445
2021-07-01,2021-07-30,MEGA_ALPHA,LIN,0.0067445197381829,0.0632654296889121,0.0004266949392814902
2021-07-01,2021-07-30,MEGA_ALPHA,LLY,0.0089403874788547,0.0609097659812241,0.0005445569091185059
2021-07-01,2021-07-30,MEGA_ALPHA,LMT,0.0037597916579019,-0.0176555123288429,-0.00006638104796996768
2021-07-01,2021-07-30,MEGA_ALPHA,LOW,0.0059224402503108,-0.0024619779443448,-0.000014580917272965086
2021-07-01,2021-07-30,MEGA_ALPHA,MA,0.0132490245422806,0.0583546830238959,0.0007731426275406018
2021-07-01,2021-07-30,MEGA_ALPHA,MCD,0.0075708069441265,0.0507380989783246,0.00038412835207687755
2021-07-01,2021-07-30,MEGA_ALPHA,MDLZ,0.0034970516306619,0.0131324695576735,0.000045924924081279876
2021-07-01,2021-07-30,MEGA_ALPHA,MDT,0.0066208056088476,0.057842513247337,0.0003829640361378105
2021-07-01,2021-07-30,MEGA_ALPHA,MET,0.0018573026171617,-0.0359230450762235,-0.00006671996563648762
2021-07-01,2021-07-30,MEGA_ALPHA,MMM,0.0046603171054853,-0.0034737832753691,-0.00001618893161895137
2021-07-01,2021-07-30,MEGA_ALPHA,MO,0.0039027250853269,0.0075502805495055,0.000029466669301810886
2021-07-01,2021-07-30,MEGA_ALPHA,MRK,0.0085798098728499,-0.0115723586589566,-0.00009928863707427588
2021-07-01,2021-07-30,MEGA_ALPHA,MS,0.0060677634355134,0.0544714691387022,0.0003305199887185138
2021-07-01,2021-07-30,MEGA_ALPHA,MSFT,0.0858676844775758,0.0517165930045999,0.004440784090374188
2021-07-01,2021-07-30,MEGA_ALPHA,NEE,0.0059106977519658,0.0630458491626844,0.00037264495891665354
2021-07-01,2021-07-30,MEGA_ALPHA,NFLX,0.0096172383225627,-0.020143488257281,-0.00019372472721801458
2021-07-01,2021-07-30,MEGA_ALPHA,NKE,0.0072197876920445,0.0842771730127653,0.0006084632964378678
2021-07-01,2021-07-30,MEGA_ALPHA,NVDA,0.0242773056072721,-0.0251721283209025,-0.0006111114520320191
2021-07-01,2021-07-30,MEGA_ALPHA,ORCL,0.0061237462111829,0.1236055707745127,0.000756929145711522
2021-07-01,2021-07-30,MEGA_ALPHA,PEP,0.0081273256042152,0.0592567810333515,0.00048159915371573126
2021-07-01,2021-07-30,MEGA_ALPHA,PFE,0.0087744223637276,0.1031089346786646,0.000904721342344603
2021-07-01,2021-07-30,MEGA_ALPHA,PG,0.0133588802799159,0.0607317637355009,0.0008113083609306945
2021-07-01,2021-07-30,MEGA_ALPHA,PM,0.0069959004175438,0.0098879809647107,0.00006917533015968474
2021-07-01,2021-07-30,MEGA_ALPHA,PYPL,0.0114497064298691,-0.0547207269371707,-0.0006265362590596347
2021-07-01,2021-07-30,MEGA_ALPHA,QCOM,0.0068443489498711,0.0480653586982775,0.00032897608733173335
2021-07-01,2021-07-30,MEGA_ALPHA,RTX,0.0057926353544956,0.0192239765585611,0.0001113574862671157
2021-07-01,2021-07-30,MEGA_ALPHA,SBUX,0.0055551539888589,0.0860390390862433,0.0004779601111775313
2021-07-01,2021-07-30,MEGA_ALPHA,SO,0.0028537578450378,0.0555281153171427,0.0001584637947064596
2021-07-01,2021-07-30,MEGA_ALPHA,SPG,0.0021341447400062,-0.019832650345672,-0.00004232574641559805
2021-07-01,2021-07-30,MEGA_ALPHA,T,0.0083719546082581,-0.0016050539470469,-0.000013437438788482146
2021-07-01,2021-07-30,MEGA_ALPHA,TGT,0.0049255782918573,0.0798791732241448,0.00039345112160435653
2021-07-01,2021-07-30,MEGA_ALPHA,TMO,0.0081594264264673,0.0704500719162481,0.0005748321785399564
2021-07-01,2021-07-30,MEGA_ALPHA,TMUS,0.0035819287136513,-0.0055928664263968,-0.00002003324884432703
2021-07-01,2021-07-30,MEGA_ALPHA,TSLA,0.0236618498998776,0.0110342798788789,0.0002610914742472721
2021-07-01,2021-07-30,MEGA_ALPHA,TXN,0.0077440763276175,-0.0032079463189197,-0.000024842581148613746
2021-07-01,2021-07-30,MEGA_ALPHA,UNH,0.0158158638029615,0.0294175616646534,0.00046526414870337953
2021-07-01,2021-07-30,MEGA_ALPHA,UNP,0.006046210546863,-0.0053197843719867,-0.00003216453637694295
2021-07-01,2021-07-30,MEGA_ALPHA,UPS,0.0059098364566542,-0.0798674589821324,-0.00047200362079294
2021-07-01,2021-07-30,MEGA_ALPHA,USB,0.0030585852686085,-0.025101009571353,-0.00007677357810214125
2021-07-01,2021-07-30,MEGA_ALPHA,V,0.0166064387793122,0.0537594497378814,0.0008927530108816387
2021-07-01,2021-07-30,MEGA_ALPHA,VZ,0.0091477762150413,0.006721899526513,0.000061490432608533
2021-07-01,2021-07-30,MEGA_ALPHA,WFC,0.0079145284445214,0.0143519418439628,0.00011358885195816048
2021-07-01,2021-07-30,MEGA_ALPHA,WMT,0.0089000451633845,0.0108494246801618,0.00009656036965017845
2021-07-01,2021-07-30,MEGA_ALPHA,XOM,0.0117071804826795,-0.0873493179059676,-0.001022614229764111
2021-07-31,2021-08-31,MEGA_ALPHA,AAPL,0.1002519064036263,0.042489197747993,0.004259623075796964
2021-07-31,2021-08-31,MEGA_ALPHA,ABBV,0.0093437684283985,0.0385212102487095,0.00035993326814559253
2021-07-31,2021-08-31,MEGA_ALPHA,ABT,0.008367909976553,0.0445528022361492,0.00037281383831526567
2021-07-31,2021-08-31,MEGA_ALPHA,ACN,0.0071731852657308,0.059430885598533,0.0004263087529047297
2021-07-31,2021-08-31,MEGA_ALPHA,ADBE,0.0103096630707959,0.0676769251705435,0.0006977262961757699
2021-07-31,2021-08-31,MEGA_ALPHA,AIG,0.0016429661333548,0.1522706267093823,0.00025017548278822595
2021-07-31,2021-08-31,MEGA_ALPHA,AMGN,0.0058285952348096,-0.0590726254149354,-0.000344310423001185
2021-07-31,2021-08-31,MEGA_ALPHA,AMT,0.0050672316029109,0.0331331615171759,0.000167893403144185
2021-07-31,2021-08-31,MEGA_ALPHA,AMZN,0.0590744853904918,0.0430341694999938,0.0025422214174193316
2021-07-31,2021-08-31,MEGA_ALPHA,AVGO,0.0094507233139128,0.024330511255995,0.00022994092996644972
2021-07-31,2021-08-31,MEGA_ALPHA,AXP,0.0046167168318169,-0.0267984988660703,-0.00012372108078241285
2021-07-31,2021-08-31,MEGA_ALPHA,BA,0.0047712080192382,-0.0308194801272257,-0.00014704615073177162
2021-07-31,2021-08-31,MEGA_ALPHA,BAC,0.0116377828470552,0.0883731061653396,0.0010284670190719772
2021-07-31,2021-08-31,MEGA_ALPHA,BIIB,0.0018357569141014,0.0372784631537594,0.0000684341964815881
2021-07-31,2021-08-31,MEGA_ALPHA,BK,0.0017994223832488,0.0757837548576938,0.0001363669847775742
2021-07-31,2021-08-31,MEGA_ALPHA,BKNG,0.0039086019551823,0.0557372431437179,0.000217854697528007
2021-07-31,2021-08-31,MEGA_ALPHA,BLK,0.0048210775519305,0.08777972845429,0.0004231928783655324
2021-07-31,2021-08-31,MEGA_ALPHA,BMY,0.0060034646557812,-0.014881348241829,-0.00008933964820019211
2021-07-31,2021-08-31,MEGA_ALPHA,BRKB,0.0220702968085646,0.0268783651553288,0.0005932134967070871
2021-07-31,2021-08-31,MEGA_ALPHA,C,0.0056862997308875,0.0634428884780586,0.0003607552796795103
2021-07-31,2021-08-31,MEGA_ALPHA,CASH_USD,0.0031818821448855,-0.0001088903705964,-3.464763259506502e-7
2021-07-31,2021-08-31,MEGA_ALPHA,CAT,0.0052791416437581,0.0199275149978797,0.00010520017428192083
2021-07-31,2021-08-31,MEGA_ALPHA,CHTR,0.003388748981223,0.0975875096335141,0.0003306995738506606
2021-07-31,2021-08-31,MEGA_ALPHA,CL,0.0026323244417389,-0.0194970869770307,-0.000051322658592347115
2021-07-31,2021-08-31,MEGA_ALPHA,CMCSA,0.0096397023592826,0.0314465914073673,0.0003031357813809945
2021-07-31,2021-08-31,MEGA_ALPHA,COF,0.0029805921940958,0.0340104618927945,0.00010137131723525594
2021-07-31,2021-08-31,MEGA_ALPHA,COP,0.0030925145201696,-0.009454108850865,-0.00002923696889656394
2021-07-31,2021-08-31,MEGA_ALPHA,COST,0.0084587536412559,0.0599693717894846,0.0005072661419881318
2021-07-31,2021-08-31,MEGA_ALPHA,CRM,0.0086567956611973,0.096474046656354,0.0008351561085128713
2021-07-31,2021-08-31,MEGA_ALPHA,CSCO,0.0101245888049449,0.0659201852544886,0.0006674147696474891
2021-07-31,2021-08-31,MEGA_ALPHA,CVS,0.0045420737941759,0.0489316070965739,0.0002222509703002598
2021-07-31,2021-08-31,MEGA_ALPHA,CVX,0.0079825520356501,-0.0366892485865024,-0.0002928738359906573
2021-07-31,2021-08-31,MEGA_ALPHA,DD,0.0015304616291807,-0.0137241567875706,-0.000021004295356236665
2021-07-31,2021-08-31,MEGA_ALPHA,DHR,0.0074596999366716,0.0896501193815588,0.0006687629898732156
2021-07-31,2021-08-31,MEGA_ALPHA,DIS,0.0119893335925562,0.0299966132040323,0.0003596394023500193
2021-07-31,2021-08-31,MEGA_ALPHA,DOW,0.0017548707015893,0.0228562745097249,0.00004010980648459857
2021-07-31,2021-08-31,MEGA_ALPHA,DUK,0.0034348645169026,0.0049579900373544,0.000017030024054465225
2021-07-31,2021-08-31,MEGA_ALPHA,EMR,0.0025602100840549,0.0507819756743204,0.00013001252620962572
2021-07-31,2021-08-31,MEGA_ALPHA,EXC,0.0019575552824769,0.0558255765624402,0.00010928165229712343
2021-07-31,2021-08-31,MEGA_ALPHA,F,0.002369646452698,-0.0659497774861445,-0.00015627765627626475
