PORTFOLIO_CODE,PORTFOLIO_NAME,PERIOD_ID,CALENDAR_MONTH,FROM_DATE,THRU_DATE,PERIOD_TYPE,PERIOD_SEQ_IN_MONTH,PERIODS_IN_MONTH,SECURITY_ID,TICKER,SECURITY_NAME,BEGIN_WEIGHT,BEGIN_MV,END_MV,SEC_RETURN,CONTRIBUTION_W_X_R,INDUSTRY_CODE,SECTOR_CODE,COUNTRY_CODE,ASSET_CLASS_CODE,CURRENCY_CODE,USER_CLASS_1_CODE,USER_CLASS_2_CODE,USER_CLASS_3_CODE
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L011,L011,Synthetic Security L011,0.0144470739,477346.60,473454.78,-0.0081530219,-0.0001177873,BANK,FIN,GB,EQ,GBP,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L012,L012,Synthetic Security L012,0.0100345685,331552.76,309868.05,-0.0654034928,-0.0006562958,INSR,FIN,JP,EQ,JPY,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L013,L013,Synthetic Security L013,0.0148951677,492152.10,529825.91,0.0765491261,0.0011402121,RETL,CONS,DE,EQ,EUR,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L014,L014,Synthetic Security L014,0.0143316629,473533.30,459491.59,-0.0296530632,-0.0004249777,AUTO,CONS,FR,EQ,EUR,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L015,L015,Synthetic Security L015,0.0057083465,188609.80,173802.85,-0.0785057661,-0.0004481381,MACH,INDU,CH,EQ,CHF,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L016,L016,Synthetic Security L016,0.0068940011,227785.09,244509.10,0.0734201477,0.0005061586,TRAN,INDU,US,EQ,USD,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L017,L017,Synthetic Security L017,0.0118865754,392745.02,405131.62,0.0315385301,0.0003748851,OILG,ENER,CA,EQ,CAD,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L018,L018,Synthetic Security L018,0.0113161253,373896.75,361413.89,-0.0333858374,-0.0003777983,POWR,UTIL,GB,EQ,GBP,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L019,L019,Synthetic Security L019,0.0122888327,406036.03,388550.58,-0.0430637746,-0.0005292035,SOFT,TECH,JP,EQ,JPY,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L020,L020,Synthetic Security L020,0.0147188914,486327.74,523349.88,0.0761259024,0.0011204889,SEMI,TECH,DE,ETF,EUR,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L021,L021,Synthetic Security L021,0.0136343907,450494.69,455383.91,0.0108530064,0.0001479741,PHAR,HLTH,FR,EQ,EUR,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L022,L022,Synthetic Security L022,0.0071831036,237337.34,225274.22,-0.0508268970,-0.0003650949,MEDD,HLTH,CH,EQ,CHF,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L023,L023,Synthetic Security L023,0.0161180228,532556.52,561901.97,0.0551029807,0.0008881511,BANK,FIN,US,EQ,USD,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L024,L024,Synthetic Security L024,0.0140867288,465440.42,494297.98,0.0620005371,0.0008733848,INSR,FIN,CA,EQ,CAD,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L025,L025,Synthetic Security L025,0.0084889652,280484.39,290578.64,0.0359886551,0.0003055064,RETL,CONS,GB,EQ,GBP,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L026,L026,Synthetic Security L026,0.0146420536,483788.94,499643.93,0.0327725411,0.0004798573,AUTO,CONS,JP,EQ,JPY,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L027,L027,Synthetic Security L027,0.0147046732,485857.96,498145.07,0.0252895153,0.0003718741,MACH,INDU,DE,EQ,EUR,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L028,L028,Synthetic Security L028,0.0082683176,273193.96,257559.12,-0.0572298317,-0.0004731944,TRAN,INDU,FR,EQ,EUR,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L029,L029,Synthetic Security L029,0.0159021379,525423.46,547008.97,0.0410821280,0.0006532937,OILG,ENER,CH,EQ,CHF,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L030,L030,Synthetic Security L030,0.0119000698,393190.89,364040.10,-0.0741390234,-0.0008822596,POWR,UTIL,US,EQ,USD,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L031,L031,Synthetic Security L031,0.0140985970,465832.56,502895.30,0.0795623618,0.0011217177,SOFT,TECH,CA,EQ,CAD,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L032,L032,Synthetic Security L032,0.0158545163,523849.99,518926.81,-0.0093980736,-0.0001490019,SEMI,TECH,GB,EQ,GBP,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L033,L033,Synthetic Security L033,0.0120830005,399235.12,425546.02,0.0659032821,0.0007963094,PHAR,HLTH,JP,EQ,JPY,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L034,L034,Synthetic Security L034,0.0134325973,443827.22,420884.34,-0.0516932756,-0.0006943750,MEDD,HLTH,DE,EQ,EUR,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L035,L035,Synthetic Security L035,0.0078654233,259881.90,261623.62,0.0067019342,0.0000527135,BANK,FIN,FR,FI,EUR,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L036,L036,Synthetic Security L036,0.0146490184,484019.06,479368.27,-0.0096086875,-0.0001407578,INSR,FIN,CH,EQ,CHF,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L037,L037,Synthetic Security L037,0.0072772248,240447.21,225435.65,-0.0624318277,-0.0004543304,RETL,CONS,US,EQ,USD,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L038,L038,Synthetic Security L038,0.0116143001,383748.76,396113.52,0.0322209792,0.0003742241,AUTO,CONS,CA,EQ,CAD,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L039,L039,Synthetic Security L039,0.0154655822,510999.19,479497.47,-0.0616473032,-0.0009534114,MACH,INDU,GB,EQ,GBP,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L040,L040,Synthetic Security L040,0.0052180852,172411.05,164393.26,-0.0465039290,-0.0002426615,TRAN,INDU,JP,EQ,JPY,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L041,L041,Synthetic Security L041,0.0135866616,448917.67,455316.83,0.0142546518,0.0001936731,OILG,ENER,DE,EQ,EUR,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L042,L042,Synthetic Security L042,0.0074267263,245386.89,243265.53,-0.0086449702,-0.0000642038,POWR,UTIL,FR,EQ,EUR,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L043,L043,Synthetic Security L043,0.0099526096,328844.75,322500.50,-0.0192925395,-0.0001920111,SOFT,TECH,CH,EQ,CHF,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L044,L044,Synthetic Security L044,0.0032055106,105913.46,110903.83,0.0471174277,0.0001510354,SEMI,TECH,US,EQ,USD,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L045,L045,Synthetic Security L045,0.0149582895,494237.71,476261.32,-0.0363719387,-0.0005440620,PHAR,HLTH,CA,ETF,CAD,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L046,L046,Synthetic Security L046,0.0057158611,188858.10,185328.06,-0.0186914523,-0.0001068377,MEDD,HLTH,GB,EQ,GBP,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L047,L047,Synthetic Security L047,0.0041932117,138548.15,146172.81,0.0550325478,0.0002307631,BANK,FIN,JP,EQ,JPY,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L048,L048,Synthetic Security L048,0.0132600519,438126.14,413985.28,-0.0551002536,-0.0007306322,INSR,FIN,DE,EQ,EUR,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L049,L049,Synthetic Security L049,0.0110566895,365324.72,348755.97,-0.0453534789,-0.0005014593,RETL,CONS,FR,EQ,EUR,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L050,L050,Synthetic Security L050,0.0116831630,386024.06,366994.11,-0.0492973336,-0.0005759488,AUTO,CONS,CH,EQ,CHF,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L051,L051,Synthetic Security L051,0.0105164330,347474.07,377138.47,0.0853715418,0.0008978041,MACH,INDU,US,EQ,USD,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L052,L052,Synthetic Security L052,0.0122345775,404243.38,404705.29,0.0011426467,0.0000139798,TRAN,INDU,CA,EQ,CAD,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L053,L053,Synthetic Security L053,0.0044092404,145685.97,144660.82,-0.0070366929,-0.0000310265,OILG,ENER,GB,EQ,GBP,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L054,L054,Synthetic Security L054,0.0062737179,207290.27,203840.81,-0.0166407203,-0.0001043992,POWR,UTIL,JP,EQ,JPY,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L055,L055,Synthetic Security L055,0.0147289924,486661.49,490553.28,0.0079969174,0.0001177865,SOFT,TECH,DE,CASH,EUR,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L056,L056,Synthetic Security L056,0.0108725410,359240.25,370161.28,0.0304003359,0.0003305289,SEMI,TECH,FR,EQ,EUR,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L057,L057,Synthetic Security L057,0.0131487487,434448.57,466990.22,0.0749033607,0.0009848855,PHAR,HLTH,CH,EQ,CHF,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L058,L058,Synthetic Security L058,0.0143376814,473732.16,446909.26,-0.0566203894,-0.0008118051,MEDD,HLTH,US,EQ,USD,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L059,L059,Synthetic Security L059,0.0047401929,156620.99,155041.44,-0.0100851251,-0.0000478054,BANK,FIN,CA,EQ,CAD,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L060,L060,Synthetic Security L060,0.0096426474,318603.27,321069.88,0.0077419440,0.0000746528,INSR,FIN,GB,EQ,GBP,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L061,L061,Synthetic Security L061,0.0045945065,151807.35,147140.95,-0.0307390015,-0.0001412305,RETL,CONS,JP,EQ,JPY,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L062,L062,Synthetic Security L062,0.0127472819,421183.68,389216.86,-0.0758975570,-0.0009674876,AUTO,CONS,DE,EQ,EUR,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L063,L063,Synthetic Security L063,0.0040568565,134042.83,134916.02,0.0065142633,0.0000264274,MACH,INDU,FR,EQ,EUR,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L064,L064,Synthetic Security L064,0.0099972536,330319.83,346653.79,0.0494489094,0.0004943533,TRAN,INDU,CH,EQ,CHF,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L065,L065,Synthetic Security L065,0.0055626642,183796.31,175342.55,-0.0459952833,-0.0002558563,OILG,ENER,US,EQ,USD,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L066,L066,Synthetic Security L066,0.0097638811,322608.96,326361.29,0.0116312200,0.0001135658,POWR,UTIL,CA,EQ,CAD,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L067,L067,Synthetic Security L067,0.0144131115,476224.45,476126.84,-0.0002049581,-0.0000029541,SOFT,TECH,GB,EQ,GBP,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L068,L068,Synthetic Security L068,0.0126718746,418692.14,446251.61,0.0658227643,0.0008340978,SEMI,TECH,JP,EQ,JPY,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L069,L069,Synthetic Security L069,0.0119998521,396487.81,378385.67,-0.0456562147,-0.0005478678,PHAR,HLTH,DE,EQ,EUR,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L070,L070,Synthetic Security L070,0.0031368942,103646.30,104449.42,0.0077485763,0.0000243065,MEDD,HLTH,FR,ETF,EUR,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L071,L071,Synthetic Security L071,0.0061173508,202123.74,210999.01,0.0439100580,0.0002686132,BANK,FIN,CH,EQ,CHF,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L072,L072,Synthetic Security L072,0.0094387978,311867.86,294030.90,-0.0571939763,-0.0005398424,INSR,FIN,US,EQ,USD,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L073,L073,Synthetic Security L073,0.0148658812,491184.44,490069.76,-0.0022693601,-0.0000337360,RETL,CONS,CA,EQ,CAD,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L074,L074,Synthetic Security L074,0.0095852406,316706.49,304474.42,-0.0386227248,-0.0003702081,AUTO,CONS,GB,EQ,GBP,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L075,L075,Synthetic Security L075,0.0067386650,222652.62,232126.99,0.0425522454,0.0002867453,MACH,INDU,JP,FI,JPY,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L076,L076,Synthetic Security L076,0.0154400063,510154.14,470051.06,-0.0786097267,-0.0012137347,TRAN,INDU,DE,EQ,EUR,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L077,L077,Synthetic Security L077,0.0049270713,162795.65,168916.89,0.0376007694,0.0001852617,OILG,ENER,FR,EQ,EUR,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L078,L078,Synthetic Security L078,0.0047736186,157725.41,167210.39,0.0601360627,0.0002870666,POWR,UTIL,CH,EQ,CHF,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L079,L079,Synthetic Security L079,0.0129222583,426965.08,416791.05,-0.0238287135,-0.0003079208,SOFT,TECH,US,EQ,USD,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L080,L080,Synthetic Security L080,0.0056377177,186276.16,174159.46,-0.0650469492,-0.0003667163,SEMI,TECH,CA,EQ,CAD,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L081,L081,Synthetic Security L081,0.0139427293,460682.52,437398.21,-0.0505430756,-0.0007047084,PHAR,HLTH,GB,EQ,GBP,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L082,L082,Synthetic Security L082,0.0119176192,393770.74,387030.74,-0.0171165737,-0.0002039888,MEDD,HLTH,JP,EQ,JPY,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L083,L083,Synthetic Security L083,0.0117844752,389371.52,373592.01,-0.0405256094,-0.0004775730,BANK,FIN,DE,EQ,EUR,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L084,L084,Synthetic Security L084,0.0046649804,154135.89,153803.46,-0.0021567313,-0.0000100611,INSR,FIN,FR,EQ,EUR,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L085,L085,Synthetic Security L085,0.0085057117,281037.71,290216.15,0.0326591055,0.0002777889,RETL,CONS,CH,EQ,CHF,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L086,L086,Synthetic Security L086,0.0060355663,199421.50,193385.45,-0.0302677987,-0.0001826833,AUTO,CONS,US,EQ,USD,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L087,L087,Synthetic Security L087,0.0061396196,202859.53,207832.05,0.0245121511,0.0001504953,MACH,INDU,CA,EQ,CAD,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L088,L088,Synthetic Security L088,0.0063059139,208354.07,200583.50,-0.0372950142,-0.0002351791,TRAN,INDU,GB,EQ,GBP,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L089,L089,Synthetic Security L089,0.0065636373,216869.52,235339.00,0.0851640356,0.0005589858,OILG,ENER,JP,EQ,JPY,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L090,L090,Synthetic Security L090,0.0137272479,453562.79,424111.01,-0.0649342924,-0.0008913691,POWR,UTIL,DE,EQ,EUR,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L091,L091,Synthetic Security L091,0.0134630539,444833.54,429191.79,-0.0351631480,-0.0004734034,SOFT,TECH,FR,EQ,EUR,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L092,L092,Synthetic Security L092,0.0119282389,394121.63,377109.02,-0.0431658918,-0.0005148931,SEMI,TECH,CH,EQ,CHF,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L093,L093,Synthetic Security L093,0.0094530634,312339.21,327575.66,0.0487817335,0.0004611368,PHAR,HLTH,US,EQ,USD,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L094,L094,Synthetic Security L094,0.0041031982,135574.01,146570.90,0.0811136047,0.0003328252,MEDD,HLTH,CA,EQ,CAD,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L095,L095,Synthetic Security L095,0.0038940334,128662.98,134727.79,0.0471371606,0.0001835537,BANK,FIN,GB,ETF,GBP,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L096,L096,Synthetic Security L096,0.0124150758,410207.24,384028.27,-0.0638188877,-0.0007923163,INSR,FIN,JP,EQ,JPY,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L097,L097,Synthetic Security L097,0.0084260591,278405.90,295295.89,0.0606667524,0.0005111816,RETL,CONS,DE,EQ,EUR,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L098,L098,Synthetic Security L098,0.0103582192,342246.52,360864.37,0.0543989651,0.0005634764,AUTO,CONS,FR,EQ,EUR,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L099,L099,Synthetic Security L099,0.0058512997,193333.13,193697.27,0.0018834713,0.0000110208,MACH,INDU,CH,EQ,CHF,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P001,2024-01,2024-01-01,2024-01-31,MONTHLY,1,1,L100,L100,Synthetic Security L100,0.0047893868,158246.40,162188.14,0.0249088501,0.0001192981,TRAN,INDU,US,EQ,USD,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P002,2024-02,2024-02-01,2024-02-14,SUBPERIOD,1,2,L001,L001,Synthetic Security L001,0.0108272844,278864.78,275981.90,-0.0103379118,-0.0001119315,RETL,CONS,CH,EQ,CHF,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P002,2024-02,2024-02-01,2024-02-14,SUBPERIOD,1,2,L002,L002,Synthetic Security L002,0.0087765526,226046.65,222365.03,-0.0162870218,-0.0001429439,AUTO,CONS,US,EQ,USD,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P002,2024-02,2024-02-01,2024-02-14,SUBPERIOD,1,2,L003,L003,Synthetic Security L003,0.0142628288,367349.79,375470.45,0.0221060706,0.0003152951,MACH,INDU,CA,EQ,CAD,CORE,IDX,C
