beginning_date,ending_date,identifier,weight,return,name
2008-04-30,2008-05-31,ORCL,0.01040044522,0.09544378440,Oracle Corporation
2008-04-30,2008-05-31,PFE,0.01133868522,-0.03729534010,Pfizer
2008-04-30,2008-05-31,QCOM,0.00852396522,0.12387122850,Qualcomm
2008-04-30,2008-05-31,SBUX,0.01040044522,0.12076432020,Starbucks
2008-04-30,2008-05-31,SCHW,0.01086956522,0.02685173800,Charles Schwab Corporation
2008-04-30,2008-05-31,SO,0.01251148522,-0.02766605510,Southern Company
2008-04-30,2008-05-31,SPG,0.02361561043,-0.00500726610,Simon Property Group
2008-04-30,2008-05-31,TGT,0.01321516522,0.00432907460,Target Corporation
2008-04-30,2008-05-31,TMUS,0.01180780522,0.08146641410,T-Mobile US
2008-04-30,2008-05-31,UNP,0.02150457043,0.13382486780,Union Pacific Corporation
2008-04-30,2008-05-31,UPS,0.01040044522,-0.01919665390,United Parcel Service
2008-04-30,2008-05-31,V,0.02033177043,0.03487112170,Visa Inc.
2008-04-30,2008-05-31,VZ,0.00828940522,0.01136794800,Verizon
2008-04-30,2008-05-31,WFC,0.02220825043,-0.07327728410,Wells Fargo
2008-04-30,2008-05-31,WMT,0.02267737043,-0.00413963480,Walmart
2008-04-30,2008-05-31,XOM,0.01204236522,-0.04630951100,ExxonMobil
2008-05-31,2008-06-30,AAPL,0.01204236522,-0.11290101570,Apple Inc.
2008-05-31,2008-06-30,ACN,0.01133868522,-0.00244968950,Accenture
2008-05-31,2008-06-30,ADBE,0.01157324522,-0.10599187100,Adobe Inc.
2008-05-31,2008-06-30,AIG,0.02291193043,-0.26500033080,American International Group
2008-05-31,2008-06-30,AMD,0.02009721043,-0.15261630430,Advanced Micro Devices
2008-05-31,2008-06-30,AMZN,0.02150457043,-0.10156818790,Amazon
2008-05-31,2008-06-30,AXP,0.02220825043,-0.18727058130,American Express
2008-05-31,2008-06-30,BK,0.02197369043,-0.15046010990,Bank of New York Mellon
2008-05-31,2008-06-30,BKNG,0.01962809043,-0.14175282530,Booking Holdings
2008-05-31,2008-06-30,BMY,0.01298060522,-0.09916595670,Bristol Myers Squibb
2008-05-31,2008-06-30,BRK-B,0.02150457043,-0.10804803600,Berkshire Hathaway
2008-05-31,2008-06-30,C,0.02361561043,-0.22453382280,Citigroup
2008-05-31,2008-06-30,CAT,0.02127001043,-0.10672813040,Caterpillar Inc.
2008-05-31,2008-06-30,CL,0.00969676522,-0.07073670990,Colgate-Palmolive
2008-05-31,2008-06-30,CMCSA,0.01986265043,-0.15688863420,Comcast
2008-05-31,2008-06-30,COF,0.02314649043,-0.20459617430,Capital One
2008-05-31,2008-06-30,COST,0.02267737043,-0.01441319730,Costco
2008-05-31,2008-06-30,CRM,0.01063500522,-0.05642371860,Salesforce
2008-05-31,2008-06-30,CVS,0.01157324522,-0.07525083940,CVS Health
2008-05-31,2008-06-30,CVX,0.01016588522,0.00649332600,Chevron Corporation
2008-05-31,2008-06-30,DE,0.01133868522,-0.11322879970,John Deere
2008-05-31,2008-06-30,DIS,0.01986265043,-0.07142859540,Walt Disney
2008-05-31,2008-06-30,FDX,0.02267737043,-0.14087904950,FedEx
2008-05-31,2008-06-30,GE,0.02244281043,-0.13118486900,GE Aerospace
2008-05-31,2008-06-30,GILD,0.01110412522,-0.04284198660,Gilead Sciences
2008-05-31,2008-06-30,GOOG,0.02314649043,-0.10136569910,Alphabet Inc. (Class C)
2008-05-31,2008-06-30,GOOGL,0.02244281043,-0.10136569850,Alphabet Inc. (Class A)
2008-05-31,2008-06-30,HD,0.02080089043,-0.14400586330,Home Depot (The)
2008-05-31,2008-06-30,IBM,0.01180780522,-0.08047192360,IBM
2008-05-31,2008-06-30,INTC,0.01204236522,-0.06780454340,Intel
2008-05-31,2008-06-30,INTU,0.01063500522,-0.04799702970,Intuit
2008-05-31,2008-06-30,JNJ,0.00993132522,-0.02916621460,Johnson & Johnson
2008-05-31,2008-06-30,JPM,0.01986265043,-0.20209308190,JPMorgan Chase
2008-05-31,2008-06-30,KO,0.01180780522,-0.09221080740,Coca-Cola Company (The)
2008-05-31,2008-06-30,LIN,0.02197369043,-0.00862631170,Linde plc
2008-05-31,2008-06-30,LLY,0.01939353043,-0.03179744850,Eli Lilly and Company
2008-05-31,2008-06-30,LMT,0.01133868522,-0.09497175980,Lockheed Martin
2008-05-31,2008-06-30,LOW,0.02197369043,-0.13541686910,Lowe's
2008-05-31,2008-06-30,MA,0.02197369043,-0.13973780320,Mastercard
2008-05-31,2008-06-30,MDT,0.01157324522,0.02131464770,Medtronic
2008-05-31,2008-06-30,MMM,0.00852396522,-0.09578445470,3M
2008-05-31,2008-06-30,MSFT,0.01133868522,-0.02502544960,Microsoft
2008-05-31,2008-06-30,NEE,0.00852396522,-0.02873205640,NextEra Energy
2008-05-31,2008-06-30,NFLX,0.02502297043,-0.14130428090,Netflix
2008-05-31,2008-06-30,NKE,0.01086956522,-0.12812628000,"Nike, Inc."
2008-05-31,2008-06-30,NVDA,0.02267737043,-0.24210553340,Nvidia
2008-05-31,2008-06-30,ORCL,0.00969676522,-0.08056104590,Oracle Corporation
2008-05-31,2008-06-30,PFE,0.01016588522,-0.08325761490,Pfizer
2008-05-31,2008-06-30,QCOM,0.01133868522,-0.08290473530,Qualcomm
2008-05-31,2008-06-30,SBUX,0.01180780522,-0.13468954040,Starbucks
2008-05-31,2008-06-30,SCHW,0.00899308522,-0.07190142950,Charles Schwab Corporation
2008-05-31,2008-06-30,SO,0.01063500522,-0.02435279860,Southern Company
2008-05-31,2008-06-30,SPG,0.02361561043,-0.08715921980,Simon Property Group
2008-05-31,2008-06-30,TGT,0.01204236522,-0.12652874480,Target Corporation
2008-05-31,2008-06-30,TMUS,0.00993132522,-0.16619586750,T-Mobile US
2008-05-31,2008-06-30,UNP,0.02220825043,-0.08273642950,Union Pacific Corporation
2008-05-31,2008-06-30,UPS,0.01016588522,-0.12899500200,United Parcel Service
2008-05-31,2008-06-30,V,0.02127001043,-0.05847643550,Visa Inc.
2008-05-31,2008-06-30,VZ,0.01040044522,-0.07980245330,Verizon
2008-05-31,2008-06-30,WFC,0.01892441043,-0.12993067630,Wells Fargo
2008-05-31,2008-06-30,WMT,0.02150457043,-0.02256438250,Walmart
2008-05-31,2008-06-30,XOM,0.01180780522,-0.00266203290,ExxonMobil
2008-06-30,2008-07-31,AAPL,0.01110412522,-0.05070454240,Apple Inc.
2008-06-30,2008-07-31,ACN,0.01204236522,0.02553966340,Accenture
2008-06-30,2008-07-31,ADBE,0.00993132522,0.04975879960,Adobe Inc.
2008-06-30,2008-07-31,AIG,0.02103545043,-0.00999644470,American International Group
2008-06-30,2008-07-31,AMD,0.01986265043,-0.27787305430,Advanced Micro Devices
2008-06-30,2008-07-31,AMZN,0.02478841043,0.04104727040,Amazon
2008-06-30,2008-07-31,AXP,0.01986265043,-0.01460067960,American Express
2008-06-30,2008-07-31,BK,0.02127001043,-0.06159093610,Bank of New York Mellon
2008-06-30,2008-07-31,BKNG,0.01986265043,-0.00441710810,Booking Holdings
2008-06-30,2008-07-31,BMY,0.00946220522,0.02873868760,Bristol Myers Squibb
2008-06-30,2008-07-31,BRK-B,0.02056633043,-0.04561311230,Berkshire Hathaway
2008-06-30,2008-07-31,C,0.02080089043,0.11515488690,Citigroup
2008-06-30,2008-07-31,CAT,0.02220825043,-0.05824965320,Caterpillar Inc.
2008-06-30,2008-07-31,CL,0.01157324522,0.07481836660,Colgate-Palmolive
2008-06-30,2008-07-31,CMCSA,0.01822073043,0.08697936140,Comcast
2008-06-30,2008-07-31,COF,0.02220825043,0.10128914820,Capital One
2008-06-30,2008-07-31,COST,0.02478841043,-0.10635909750,Costco
2008-06-30,2008-07-31,CRM,0.01180780522,-0.06507401550,Salesforce
2008-06-30,2008-07-31,CVS,0.01227692522,-0.07758395250,CVS Health
2008-06-30,2008-07-31,CVX,0.01157324522,-0.14697845960,Chevron Corporation
2008-06-30,2008-07-31,DE,0.00993132522,-0.02359520420,John Deere
2008-06-30,2008-07-31,DIS,0.02338105043,-0.02724350770,Walt Disney
2008-06-30,2008-07-31,FDX,0.02056633043,0.00185525480,FedEx
2008-06-30,2008-07-31,GE,0.02314649043,0.07474559820,GE Aerospace
2008-06-30,2008-07-31,GILD,0.01133868522,0.01945241390,Gilead Sciences
2008-06-30,2008-07-31,GOOG,0.02338105043,-0.10005315580,Alphabet Inc. (Class C)
2008-06-30,2008-07-31,GOOGL,0.02267737043,-0.10005315050,Alphabet Inc. (Class A)
2008-06-30,2008-07-31,HD,0.01868985043,0.02600565270,Home Depot (The)
2008-06-30,2008-07-31,IBM,0.00946220522,0.07972689450,IBM
2008-06-30,2008-07-31,INTC,0.01063500522,0.03305371870,Intel
2008-06-30,2008-07-31,INTU,0.01133868522,-0.00870515670,Intuit
2008-06-30,2008-07-31,JNJ,0.01133868522,0.06419002330,Johnson & Johnson
2008-06-30,2008-07-31,JPM,0.02033177043,0.18420299180,JPMorgan Chase
2008-06-30,2008-07-31,KO,0.01063500522,-0.00270139390,Coca-Cola Company (The)
2008-06-30,2008-07-31,LIN,0.02173913043,-0.00148787560,Linde plc
2008-06-30,2008-07-31,LLY,0.02408473043,0.02058095960,Eli Lilly and Company
2008-06-30,2008-07-31,LMT,0.01321516522,0.05747037410,Lockheed Martin
2008-06-30,2008-07-31,LOW,0.01939353043,-0.02072321010,Lowe's
2008-06-30,2008-07-31,MA,0.01986265043,-0.08048325760,Mastercard
2008-06-30,2008-07-31,MDT,0.01063500522,0.02086960210,Medtronic
2008-06-30,2008-07-31,MMM,0.01063500522,0.01149577580,3M
2008-06-30,2008-07-31,MSFT,0.01110412522,-0.06506747370,Microsoft
2008-06-30,2008-07-31,NEE,0.01063500522,-0.00931197450,NextEra Energy
2008-06-30,2008-07-31,NFLX,0.02080089043,0.18488670350,Netflix
2008-06-30,2008-07-31,NKE,0.01321516522,-0.01225780270,"Nike, Inc."
2008-06-30,2008-07-31,NVDA,0.02033177043,-0.38888885800,Nvidia
2008-06-30,2008-07-31,ORCL,0.00969676522,0.02523838670,Oracle Corporation
2008-06-30,2008-07-31,PFE,0.01344972522,0.06868956970,Pfizer
2008-06-30,2008-07-31,QCOM,0.01086956522,0.24723916090,Qualcomm
2008-06-30,2008-07-31,SBUX,0.01227692522,-0.06670919640,Starbucks
2008-06-30,2008-07-31,SCHW,0.01298060522,0.11441124930,Charles Schwab Corporation
2008-06-30,2008-07-31,SO,0.01133868522,0.01345940070,Southern Company
2008-06-30,2008-07-31,SPG,0.02103545043,0.03048174730,Simon Property Group
2008-06-30,2008-07-31,TGT,0.01251148522,-0.02710250420,Target Corporation
2008-06-30,2008-07-31,TMUS,0.00852396522,-0.06098249990,T-Mobile US
2008-06-30,2008-07-31,UNP,0.02197369043,0.09494261980,Union Pacific Corporation
2008-06-30,2008-07-31,UPS,0.01204236522,0.02619234780,United Parcel Service
2008-06-30,2008-07-31,V,0.02033177043,-0.10146319870,Visa Inc.
2008-06-30,2008-07-31,VZ,0.01040044522,-0.03841809920,Verizon
2008-06-30,2008-07-31,WFC,0.02127001043,0.27452595230,Wells Fargo
2008-06-30,2008-07-31,WMT,0.02244281043,0.04306086680,Walmart
2008-06-30,2008-07-31,XOM,0.01110412522,-0.08737090540,ExxonMobil
2008-07-31,2008-08-31,AAPL,0.01063500522,0.06656175380,Apple Inc.
2008-07-31,2008-08-31,ACN,0.00993132522,-0.00957801150,Accenture
2008-07-31,2008-08-31,ADBE,0.01040044522,0.03579210190,Adobe Inc.
2008-07-31,2008-08-31,AIG,0.02314649043,-0.17504813560,American International Group
2008-07-31,2008-08-31,AMD,0.02009721043,0.49406173510,Advanced Micro Devices
2008-07-31,2008-08-31,AMZN,0.02103545043,0.05855390540,Amazon
2008-07-31,2008-08-31,AXP,0.02103545043,0.07361670660,American Express
2008-07-31,2008-08-31,BK,0.02033177043,-0.01852035880,Bank of New York Mellon
2008-07-31,2008-08-31,BKNG,0.02009721043,-0.19112654900,Booking Holdings
2008-07-31,2008-08-31,BMY,0.01063500522,0.02568068210,Bristol Myers Squibb
2008-07-31,2008-08-31,BRK-B,0.02173913043,0.01906501760,Berkshire Hathaway
2008-07-31,2008-08-31,C,0.02197369043,0.03363618120,Citigroup
2008-07-31,2008-08-31,CAT,0.02291193043,0.02349974050,Caterpillar Inc.
2008-07-31,2008-08-31,CL,0.01110412522,0.02970263770,Colgate-Palmolive
2008-07-31,2008-08-31,CMCSA,0.02150457043,0.03070054660,Comcast
2008-07-31,2008-08-31,COF,0.02127001043,0.05446680740,Capital One
2008-07-31,2008-08-31,COST,0.02314649043,0.06987878020,Costco
2008-07-31,2008-08-31,CRM,0.01110412522,-0.12180594290,Salesforce
2008-07-31,2008-08-31,CVS,0.01298060522,0.00452940930,CVS Health
2008-07-31,2008-08-31,CVX,0.00993132522,0.02081328720,Chevron Corporation
2008-07-31,2008-08-31,DE,0.00993132522,0.00584378030,John Deere
2008-07-31,2008-08-31,DIS,0.01892441043,0.06589786420,Walt Disney
2008-07-31,2008-08-31,FDX,0.02173913043,0.05048211780,FedEx
2008-07-31,2008-08-31,GE,0.02197369043,-0.00671590760,GE Aerospace
2008-07-31,2008-08-31,GILD,0.01157324522,-0.02408322100,Gilead Sciences
2008-07-31,2008-08-31,GOOG,0.02338105043,-0.02207918140,Alphabet Inc. (Class C)
2008-07-31,2008-08-31,GOOGL,0.02173913043,-0.02207914670,Alphabet Inc. (Class A)
2008-07-31,2008-08-31,HD,0.02244281043,0.13806139590,Home Depot (The)
2008-07-31,2008-08-31,IBM,0.01133868522,-0.04883557910,IBM
2008-07-31,2008-08-31,INTC,0.01204236522,0.03064474090,Intel
2008-07-31,2008-08-31,INTU,0.00993132522,0.10025593720,Intuit
2008-07-31,2008-08-31,JNJ,0.01086956522,0.02862577270,Johnson & Johnson
2008-07-31,2008-08-31,JPM,0.02220825043,-0.04206085870,JPMorgan Chase
2008-07-31,2008-08-31,KO,0.01086956522,0.01106818350,Coca-Cola Company (The)
2008-07-31,2008-08-31,LIN,0.02197369043,-0.04150217390,Linde plc
2008-07-31,2008-08-31,LLY,0.02244281043,-0.00976438310,Eli Lilly and Company
2008-07-31,2008-08-31,LMT,0.00969676522,0.11607377880,Lockheed Martin
2008-07-31,2008-08-31,LOW,0.02338105043,0.21826421090,Lowe's
2008-07-31,2008-08-31,MA,0.02220825043,-0.00598920610,Mastercard
2008-07-31,2008-08-31,MDT,0.01227692522,0.03727188420,Medtronic
2008-07-31,2008-08-31,MMM,0.01180780522,0.01719046940,3M
2008-07-31,2008-08-31,MSFT,0.01110412522,0.06104196610,Microsoft
2008-07-31,2008-08-31,NEE,0.01110412522,-0.06927014130,NextEra Energy
2008-07-31,2008-08-31,NFLX,0.02056633043,-0.00161868390,Netflix
2008-07-31,2008-08-31,NKE,0.01110412522,0.03289066210,"Nike, Inc."
2008-07-31,2008-08-31,NVDA,0.02173913043,0.10489528600,Nvidia
2008-07-31,2008-08-31,ORCL,0.01040044522,0.01857892630,Oracle Corporation
2008-07-31,2008-08-31,PFE,0.01086956522,0.02356714050,Pfizer
2008-07-31,2008-08-31,QCOM,0.01040044522,-0.04860835010,Qualcomm
2008-07-31,2008-08-31,SBUX,0.00899308522,0.05922416370,Starbucks
2008-07-31,2008-08-31,SCHW,0.01227692522,0.04805579120,Charles Schwab Corporation
2008-07-31,2008-08-31,SO,0.00969676522,0.07246189280,Southern Company
2008-07-31,2008-08-31,SPG,0.02314649043,0.02429046700,Simon Property Group
2008-07-31,2008-08-31,TGT,0.01016588522,0.17223101630,Target Corporation
2008-07-31,2008-08-31,TMUS,0.01180780522,0.01443184390,T-Mobile US
2008-07-31,2008-08-31,UNP,0.02338105043,0.01770986140,Union Pacific Corporation
2008-07-31,2008-08-31,UPS,0.01063500522,0.01648632090,United Parcel Service
2008-07-31,2008-08-31,V,0.02455385043,0.03887220970,Visa Inc.
2008-07-31,2008-08-31,VZ,0.01040044522,0.04440349760,Verizon
2008-07-31,2008-08-31,WFC,0.02127001043,0.00000000000,Wells Fargo
2008-07-31,2008-08-31,WMT,0.01915897043,0.00767588160,Walmart
2008-07-31,2008-08-31,XOM,0.00946220522,-0.00522163010,ExxonMobil
2008-08-31,2008-09-30,AAPL,0.01040044522,-0.32955800350,Apple Inc.
2008-08-31,2008-09-30,ACN,0.00993132522,-0.08123802870,Accenture
2008-08-31,2008-09-30,ADBE,0.01157324522,-0.07844969570,Adobe Inc.
2008-08-31,2008-09-30,AIG,0.02267737043,-0.84504417770,American International Group
2008-08-31,2008-09-30,AMD,0.02291193043,-0.16534180730,Advanced Micro Devices
2008-08-31,2008-09-30,AMZN,0.02150457043,-0.09961641780,Amazon
2008-08-31,2008-09-30,AXP,0.02291193043,-0.10710677320,American Express
2008-08-31,2008-09-30,BK,0.02056633043,-0.05865344600,Bank of New York Mellon
2008-08-31,2008-09-30,BKNG,0.02080089043,-0.26403526760,Booking Holdings
2008-08-31,2008-09-30,BMY,0.01298060522,-0.02296110650,Bristol Myers Squibb
2008-08-31,2008-09-30,BRK-B,0.02525753043,0.12634547020,Berkshire Hathaway
2008-08-31,2008-09-30,C,0.02220825043,0.08004233920,Citigroup
2008-08-31,2008-09-30,CAT,0.02056633043,-0.15735905320,Caterpillar Inc.
2008-08-31,2008-09-30,CL,0.01040044522,-0.00894377610,Colgate-Palmolive
2008-08-31,2008-09-30,CMCSA,0.02338105043,-0.07318213620,Comcast
2008-08-31,2008-09-30,COF,0.02173913043,0.16512227130,Capital One
2008-08-31,2008-09-30,COST,0.02080089043,-0.02935925160,Costco
2008-08-31,2008-09-30,CRM,0.01040044522,-0.13602282370,Salesforce
2008-08-31,2008-09-30,CVS,0.00969676522,-0.08032776520,CVS Health
2008-08-31,2008-09-30,CVX,0.01016588522,-0.03725764400,Chevron Corporation
2008-08-31,2008-09-30,DE,0.01204236522,-0.29856836950,John Deere
2008-08-31,2008-09-30,DIS,0.02173913043,-0.05131380750,Walt Disney
2008-08-31,2008-09-30,FDX,0.02173913043,-0.04564125290,FedEx
2008-08-31,2008-09-30,GE,0.01892441043,-0.09252692840,GE Aerospace
2008-08-31,2008-09-30,GILD,0.00993132522,-0.13382667870,Gilead Sciences
2008-08-31,2008-09-30,GOOG,0.02197369043,-0.13548747440,Alphabet Inc. (Class C)
2008-08-31,2008-09-30,GOOGL,0.02244281043,-0.13548756620,Alphabet Inc. (Class A)
2008-08-31,2008-09-30,HD,0.02173913043,-0.04535395270,Home Depot (The)
2008-08-31,2008-09-30,IBM,0.01110412522,-0.03544300360,IBM
2008-08-31,2008-09-30,INTC,0.01086956522,-0.17590026360,Intel
2008-08-31,2008-09-30,INTU,0.01040044522,0.05121382860,Intuit
2008-08-31,2008-09-30,JNJ,0.01110412522,-0.00993878850,Johnson & Johnson
2008-08-31,2008-09-30,JPM,0.02314649043,0.21330281890,JPMorgan Chase
2008-08-31,2008-09-30,KO,0.01040044522,0.01555600170,Coca-Cola Company (The)
2008-08-31,2008-09-30,LIN,0.02056633043,-0.20146898950,Linde plc
2008-08-31,2008-09-30,LLY,0.02197369043,-0.04706922140,Eli Lilly and Company
2008-08-31,2008-09-30,LMT,0.01063500522,-0.05471577000,Lockheed Martin
2008-08-31,2008-09-30,LOW,0.02220825043,-0.03855566210,Lowe's
2008-08-31,2008-09-30,MA,0.02220825043,-0.26889323550,Mastercard
2008-08-31,2008-09-30,MDT,0.00828940522,-0.08241738740,Medtronic
2008-08-31,2008-09-30,MMM,0.00946220522,-0.03788219720,3M
2008-08-31,2008-09-30,MSFT,0.01133868522,-0.01808536780,Microsoft
2008-08-31,2008-09-30,NEE,0.01133868522,-0.15633247270,NextEra Energy
2008-08-31,2008-09-30,NFLX,0.02080089043,0.00129715490,Netflix
2008-08-31,2008-09-30,NKE,0.00993132522,0.10377834050,"Nike, Inc."
2008-08-31,2008-09-30,NVDA,0.02080089043,-0.15268989610,Nvidia
2008-08-31,2008-09-30,ORCL,0.01133868522,-0.07387125050,Oracle Corporation
2008-08-31,2008-09-30,PFE,0.01040044522,-0.01913562640,Pfizer
2008-08-31,2008-09-30,QCOM,0.01086956522,-0.18140776060,Qualcomm
2008-08-31,2008-09-30,SBUX,0.01157324522,-0.04434465620,Starbucks
2008-08-31,2008-09-30,SCHW,0.01086956522,0.08661199310,Charles Schwab Corporation
2008-08-31,2008-09-30,SO,0.01016588522,0.00479838870,Southern Company
2008-08-31,2008-09-30,SPG,0.02267737043,0.03183222120,Simon Property Group
2008-08-31,2008-09-30,TGT,0.01391884522,-0.07198843290,Target Corporation
2008-08-31,2008-09-30,TMUS,0.00993132522,-0.17071724600,T-Mobile US
2008-08-31,2008-09-30,UNP,0.02385017043,-0.14901490250,Union Pacific Corporation
2008-08-31,2008-09-30,UPS,0.01016588522,-0.01213437650,United Parcel Service
2008-08-31,2008-09-30,V,0.02220825043,-0.19000421610,Visa Inc.
2008-08-31,2008-09-30,VZ,0.01110412522,-0.08627617440,Verizon
2008-08-31,2008-09-30,WFC,0.02173913043,0.25335260200,Wells Fargo
2008-08-31,2008-09-30,WMT,0.02173913043,0.01797121450,Walmart
2008-08-31,2008-09-30,XOM,0.00946220522,-0.02441404660,ExxonMobil
2008-09-30,2008-10-31,AAPL,0.01016588522,-0.05340499190,Apple Inc.
2008-09-30,2008-10-31,ACN,0.01321516522,-0.13026299890,Accenture
2008-09-30,2008-10-31,ADBE,0.01180780522,-0.32505704170,Adobe Inc.
2008-09-30,2008-10-31,AIG,0.02220825043,-0.42062205220,American International Group
2008-09-30,2008-10-31,AMD,0.02080089043,-0.33333333330,Advanced Micro Devices
2008-09-30,2008-10-31,AMZN,0.02150457043,-0.21330401880,Amazon
2008-09-30,2008-10-31,AXP,0.02033177043,-0.22382156920,American Express
2008-09-30,2008-10-31,BK,0.02291193043,0.01258460620,Bank of New York Mellon
2008-09-30,2008-10-31,BKNG,0.02033177043,-0.23089287790,Booking Holdings
2008-09-30,2008-10-31,BMY,0.00969676522,-0.01438856600,Bristol Myers Squibb
2008-09-30,2008-10-31,BRK-B,0.02549209043,-0.12627984390,Berkshire Hathaway
2008-09-30,2008-10-31,C,0.02033177043,-0.33447131060,Citigroup
2008-09-30,2008-10-31,CAT,0.02220825043,-0.35905983440,Caterpillar Inc.
2008-09-30,2008-10-31,CL,0.01086956522,-0.16708668270,Colgate-Palmolive
2008-09-30,2008-10-31,CMCSA,0.02338105043,-0.19714725920,Comcast
2008-09-30,2008-10-31,COF,0.02080089043,-0.23294151040,Capital One
2008-09-30,2008-10-31,COST,0.02478841043,-0.12197761290,Costco
2008-09-30,2008-10-31,CRM,0.01110412522,-0.36033063280,Salesforce
2008-09-30,2008-10-31,CVS,0.00969676522,-0.08942362230,CVS Health
2008-09-30,2008-10-31,CVX,0.01204236522,-0.09553862290,Chevron Corporation
2008-09-30,2008-10-31,DE,0.01180780522,-0.21721574150,John Deere
2008-09-30,2008-10-31,DIS,0.02103545043,-0.15575103930,Walt Disney
2008-09-30,2008-10-31,FDX,0.02220825043,-0.17184307570,FedEx
2008-09-30,2008-10-31,GE,0.02197369043,-0.22198146410,GE Aerospace
2008-09-30,2008-10-31,GILD,0.00875852522,0.00482172160,Gilead Sciences
2008-09-30,2008-10-31,GOOG,0.02173913043,-0.10276635670,Alphabet Inc. (Class C)
2008-09-30,2008-10-31,GOOGL,0.01845529043,-0.10276633430,Alphabet Inc. (Class A)
2008-09-30,2008-10-31,HD,0.02314649043,-0.08121432030,Home Depot (The)
2008-09-30,2008-10-31,IBM,0.00969676522,-0.20511287760,IBM
2008-09-30,2008-10-31,INTC,0.01110412522,-0.14415387790,Intel
2008-09-30,2008-10-31,INTU,0.01016588522,-0.20721297460,Intuit
2008-09-30,2008-10-31,JNJ,0.00899308522,-0.11460741140,Johnson & Johnson
2008-09-30,2008-10-31,JPM,0.02244281043,-0.11670287860,JPMorgan Chase
2008-09-30,2008-10-31,KO,0.01204236522,-0.16086719000,Coca-Cola Company (The)
2008-09-30,2008-10-31,LIN,0.02338105043,-0.08801262700,Linde plc
