SEC,PRICE_DATE,PRICE,CURRENCY,SOURCE
AAPL,2025-09-01,308.6938,USD,SYNTH
AAPL,2025-09-02,309.3297,USD,SYNTH
AAPL,2025-09-03,302.5111,USD,SYNTH
AAPL,2025-09-04,303.7995,USD,SYNTH
AAPL,2025-09-05,297.2760,USD,SYNTH
AAPL,2025-09-08,302.1018,USD,SYNTH
AAPL,2025-09-09,302.2098,USD,SYNTH
AAPL,2025-09-10,314.7218,USD,SYNTH
AAPL,2025-09-11,316.4072,USD,SYNTH
AAPL,2025-09-12,324.2801,USD,SYNTH
AAPL,2025-09-15,316.7702,USD,SYNTH
AAPL,2025-09-16,316.1688,USD,SYNTH
AAPL,2025-09-17,318.1027,USD,SYNTH
AAPL,2025-09-18,328.1939,USD,SYNTH
AAPL,2025-09-19,318.3623,USD,SYNTH
AAPL,2025-09-22,324.1346,USD,SYNTH
AAPL,2025-09-23,327.6821,USD,SYNTH
AAPL,2025-09-24,336.8256,USD,SYNTH
AAPL,2025-09-25,341.2458,USD,SYNTH
AAPL,2025-09-26,341.6680,USD,SYNTH
AAPL,2025-09-29,338.5623,USD,SYNTH
AAPL,2025-09-30,331.0573,USD,SYNTH
AAPL,2025-10-01,332.3212,USD,SYNTH
AAPL,2025-10-02,331.2742,USD,SYNTH
AAPL,2025-10-03,343.4203,USD,SYNTH
AAPL,2025-10-06,339.7462,USD,SYNTH
AAPL,2025-10-07,341.8075,USD,SYNTH
AAPL,2025-10-08,332.2567,USD,SYNTH
AAPL,2025-10-09,329.9913,USD,SYNTH
AAPL,2025-10-10,331.6415,USD,SYNTH
AAPL,2025-10-13,336.6596,USD,SYNTH
AAPL,2025-10-14,345.5359,USD,SYNTH
AAPL,2025-10-15,345.3650,USD,SYNTH
AAPL,2025-10-16,338.5232,USD,SYNTH
AAPL,2025-10-17,341.4146,USD,SYNTH
AAPL,2025-10-20,344.6942,USD,SYNTH
AAPL,2025-10-21,347.8481,USD,SYNTH
AAPL,2025-10-22,343.5677,USD,SYNTH
AAPL,2025-10-23,350.6799,USD,SYNTH
AAPL,2025-10-24,351.3399,USD,SYNTH
AAPL,2025-10-27,355.8711,USD,SYNTH
AAPL,2025-10-28,364.1392,USD,SYNTH
AAPL,2025-10-29,368.2419,USD,SYNTH
AAPL,2025-10-30,370.2515,USD,SYNTH
AAPL,2025-10-31,384.7099,USD,SYNTH
AAPL,2025-11-03,386.5129,USD,SYNTH
AAPL,2025-11-04,384.5698,USD,SYNTH
AAPL,2025-11-05,385.4602,USD,SYNTH
AAPL,2025-11-06,395.8637,USD,SYNTH
AAPL,2025-11-07,396.8284,USD,SYNTH
AAPL,2025-11-10,400.6573,USD,SYNTH
AAPL,2025-11-11,409.4009,USD,SYNTH
AAPL,2025-11-12,405.7444,USD,SYNTH
AAPL,2025-11-13,393.2563,USD,SYNTH
AAPL,2025-11-14,395.4937,USD,SYNTH
AAPL,2025-11-17,397.2478,USD,SYNTH
AAPL,2025-11-18,393.0195,USD,SYNTH
AAPL,2025-11-19,399.2997,USD,SYNTH
AAPL,2025-11-20,403.7863,USD,SYNTH
AAPL,2025-11-21,396.6757,USD,SYNTH
AAPL,2025-11-24,400.4949,USD,SYNTH
AAPL,2025-11-25,399.2013,USD,SYNTH
AAPL,2025-11-26,388.6646,USD,SYNTH
AAPL,2025-11-27,391.9501,USD,SYNTH
AAPL,2025-11-28,391.7486,USD,SYNTH
AAPL,2025-12-01,386.6108,USD,SYNTH
AAPL,2025-12-02,390.3660,USD,SYNTH
AAPL,2025-12-03,393.9127,USD,SYNTH
AAPL,2025-12-04,389.9359,USD,SYNTH
AAPL,2025-12-05,392.8629,USD,SYNTH
AAPL,2025-12-08,400.1588,USD,SYNTH
AAPL,2025-12-09,395.1456,USD,SYNTH
AAPL,2025-12-10,397.9733,USD,SYNTH
AAPL,2025-12-11,398.1124,USD,SYNTH
AAPL,2025-12-12,414.4702,USD,SYNTH
AAPL,2025-12-15,400.7009,USD,SYNTH
AAPL,2025-12-16,405.8359,USD,SYNTH
AAPL,2025-12-17,403.7205,USD,SYNTH
AAPL,2025-12-18,403.1135,USD,SYNTH
AAPL,2025-12-19,417.0324,USD,SYNTH
AAPL,2025-12-22,417.0932,USD,SYNTH
AAPL,2025-12-23,434.0426,USD,SYNTH
AAPL,2025-12-24,430.7184,USD,SYNTH
AAPL,2025-12-25,433.5651,USD,SYNTH
AAPL,2025-12-26,429.8645,USD,SYNTH
AAPL,2025-12-29,424.6493,USD,SYNTH
AAPL,2025-12-30,425.2542,USD,SYNTH
AAPL,2025-12-31,423.2189,USD,SYNTH
AAPL,2026-01-01,424.8884,USD,SYNTH
AAPL,2026-01-02,408.9166,USD,SYNTH
AAPL,2026-01-05,423.7785,USD,SYNTH
AAPL,2026-01-06,422.6317,USD,SYNTH
AAPL,2026-01-07,436.0175,USD,SYNTH
AAPL,2026-01-08,428.2441,USD,SYNTH
AAPL,2026-01-09,430.6276,USD,SYNTH
AAPL,2026-01-12,455.2892,USD,SYNTH
AAPL,2026-01-13,448.2982,USD,SYNTH
AAPL,2026-01-14,436.3665,USD,SYNTH
AAPL,2026-01-15,432.2048,USD,SYNTH
AAPL,2026-01-16,436.0103,USD,SYNTH
AAPL,2026-01-19,441.5826,USD,SYNTH
AAPL,2026-01-20,451.9715,USD,SYNTH
AAPL,2026-01-21,450.0162,USD,SYNTH
AAPL,2026-01-22,437.1725,USD,SYNTH
AAPL,2026-01-23,433.8803,USD,SYNTH
AAPL,2026-01-26,443.6964,USD,SYNTH
AAPL,2026-01-27,447.5486,USD,SYNTH
AAPL,2026-01-28,431.9180,USD,SYNTH
AAPL,2026-01-29,431.7751,USD,SYNTH
AAPL,2026-01-30,442.7711,USD,SYNTH
AAPL,2026-02-02,459.8523,USD,SYNTH
AAPL,2026-02-03,464.6395,USD,SYNTH
AAPL,2026-02-04,467.3657,USD,SYNTH
AAPL,2026-02-05,457.0726,USD,SYNTH
AAPL,2026-02-06,450.2721,USD,SYNTH
AAPL,2026-02-09,450.7874,USD,SYNTH
AAPL,2026-02-10,455.0057,USD,SYNTH
AAPL,2026-02-11,459.8940,USD,SYNTH
AAPL,2026-02-12,456.0733,USD,SYNTH
AAPL,2026-02-13,446.7534,USD,SYNTH
AAPL,2026-02-16,440.6329,USD,SYNTH
AAPL,2026-02-17,431.5887,USD,SYNTH
AAPL,2026-02-18,436.7165,USD,SYNTH
AAPL,2026-02-19,418.6709,USD,SYNTH
AAPL,2026-02-20,416.2849,USD,SYNTH
AAPL,2026-02-23,419.7808,USD,SYNTH
AAPL,2026-02-24,431.4072,USD,SYNTH
AAPL,2026-02-25,432.0902,USD,SYNTH
AAPL,2026-02-26,440.0075,USD,SYNTH
AAPL,2026-02-27,436.9793,USD,SYNTH
AAPL,2026-03-02,431.2552,USD,SYNTH
AAPL,2026-03-03,426.1495,USD,SYNTH
AAPL,2026-03-04,437.9931,USD,SYNTH
AAPL,2026-03-05,445.9628,USD,SYNTH
AAPL,2026-03-06,450.0091,USD,SYNTH
AAPL,2026-03-09,477.1198,USD,SYNTH
AAPL,2026-03-10,476.9852,USD,SYNTH
AAPL,2026-03-11,482.4545,USD,SYNTH
AAPL,2026-03-12,485.2704,USD,SYNTH
AAPL,2026-03-13,483.4778,USD,SYNTH
AAPL,2026-03-16,503.7796,USD,SYNTH
AAPL,2026-03-17,517.5927,USD,SYNTH
AAPL,2026-03-18,504.7095,USD,SYNTH
AAPL,2026-03-19,501.2284,USD,SYNTH
AAPL,2026-03-20,505.2432,USD,SYNTH
AAPL,2026-03-23,512.5174,USD,SYNTH
AAPL,2026-03-24,500.2313,USD,SYNTH
AAPL,2026-03-25,480.0719,USD,SYNTH
AAPL,2026-03-26,463.7424,USD,SYNTH
AAPL,2026-03-27,463.2880,USD,SYNTH
AAPL,2026-03-30,462.5663,USD,SYNTH
AAPL,2026-03-31,465.5795,USD,SYNTH
AAPL,2026-04-01,459.2689,USD,SYNTH
AAPL,2026-04-02,449.2861,USD,SYNTH
AAPL,2026-04-03,433.0603,USD,SYNTH
AAPL,2026-04-06,435.7562,USD,SYNTH
AAPL,2026-04-07,438.7895,USD,SYNTH
AAPL,2026-04-08,446.7640,USD,SYNTH
AAPL,2026-04-09,453.2574,USD,SYNTH
AAPL,2026-04-10,451.8374,USD,SYNTH
AAPL,2026-04-13,462.9466,USD,SYNTH
AAPL,2026-04-14,461.9491,USD,SYNTH
AAPL,2026-04-15,456.5928,USD,SYNTH
AAPL,2026-04-16,452.4513,USD,SYNTH
AAPL,2026-04-17,447.8243,USD,SYNTH
AAPL,2026-04-20,430.5010,USD,SYNTH
AAPL,2026-04-21,431.8415,USD,SYNTH
AAPL,2026-04-22,433.9135,USD,SYNTH
AAPL,2026-04-23,431.2142,USD,SYNTH
AAPL,2026-04-24,425.8028,USD,SYNTH
AAPL,2026-04-27,428.7802,USD,SYNTH
AAPL,2026-04-28,442.1597,USD,SYNTH
AAPL,2026-04-29,442.5969,USD,SYNTH
AAPL,2026-04-30,438.6854,USD,SYNTH
AAPL,2026-05-01,434.1468,USD,SYNTH
AAPL,2026-05-04,433.7319,USD,SYNTH
AAPL,2026-05-05,423.9878,USD,SYNTH
AAPL,2026-05-06,423.1590,USD,SYNTH
AAPL,2026-05-07,423.7520,USD,SYNTH
AAPL,2026-05-08,437.9495,USD,SYNTH
AAPL,2026-05-11,445.5183,USD,SYNTH
AAPL,2026-05-12,453.9442,USD,SYNTH
AAPL,2026-05-13,448.2549,USD,SYNTH
AAPL,2026-05-14,453.7947,USD,SYNTH
AAPL,2026-05-15,444.6240,USD,SYNTH
AAPL,2026-05-18,447.2541,USD,SYNTH
AAPL,2026-05-19,450.7593,USD,SYNTH
AAPL,2026-05-20,444.6762,USD,SYNTH
AAPL,2026-05-21,460.8130,USD,SYNTH
AAPL,2026-05-22,465.6574,USD,SYNTH
MSFT,2025-05-01,37.9213,USD,SYNTH
MSFT,2025-05-02,38.3101,USD,SYNTH
MSFT,2025-05-05,38.0406,USD,SYNTH
MSFT,2025-05-06,38.0530,USD,SYNTH
MSFT,2025-05-07,38.3834,USD,SYNTH
MSFT,2025-05-08,38.6648,USD,SYNTH
MSFT,2025-05-09,37.2572,USD,SYNTH
MSFT,2025-05-12,36.4916,USD,SYNTH
MSFT,2025-05-13,37.0100,USD,SYNTH
MSFT,2025-05-14,37.8880,USD,SYNTH
MSFT,2025-05-15,39.1972,USD,SYNTH
MSFT,2025-05-16,40.4812,USD,SYNTH
MSFT,2025-05-19,38.9956,USD,SYNTH
MSFT,2025-05-20,39.5474,USD,SYNTH
MSFT,2025-05-21,38.1951,USD,SYNTH
MSFT,2025-05-22,39.3160,USD,SYNTH
MSFT,2025-05-23,39.5071,USD,SYNTH
MSFT,2025-05-26,38.7074,USD,SYNTH
MSFT,2025-05-27,40.1194,USD,SYNTH
MSFT,2025-05-28,40.5964,USD,SYNTH
MSFT,2025-05-29,39.2267,USD,SYNTH
MSFT,2025-05-30,39.4457,USD,SYNTH
MSFT,2025-06-02,38.9384,USD,SYNTH
MSFT,2025-06-03,39.0281,USD,SYNTH
MSFT,2025-06-04,38.7130,USD,SYNTH
MSFT,2025-06-05,39.6817,USD,SYNTH
MSFT,2025-06-06,38.6770,USD,SYNTH
MSFT,2025-06-09,38.9096,USD,SYNTH
MSFT,2025-06-10,40.1918,USD,SYNTH
MSFT,2025-06-11,39.6056,USD,SYNTH
MSFT,2025-06-12,39.7677,USD,SYNTH
MSFT,2025-06-13,39.9242,USD,SYNTH
MSFT,2025-06-16,39.4405,USD,SYNTH
MSFT,2025-06-17,39.9123,USD,SYNTH
MSFT,2025-06-18,39.9940,USD,SYNTH
MSFT,2025-06-19,39.3266,USD,SYNTH
MSFT,2025-06-20,40.5857,USD,SYNTH
MSFT,2025-06-23,41.1762,USD,SYNTH
MSFT,2025-06-24,41.0647,USD,SYNTH
MSFT,2025-06-25,40.6064,USD,SYNTH
MSFT,2025-06-26,40.0453,USD,SYNTH
MSFT,2025-06-27,40.9446,USD,SYNTH
MSFT,2025-06-30,40.8489,USD,SYNTH
MSFT,2025-07-01,41.1990,USD,SYNTH
MSFT,2025-07-02,41.0745,USD,SYNTH
MSFT,2025-07-03,41.5426,USD,SYNTH
MSFT,2025-07-04,41.4683,USD,SYNTH
MSFT,2025-07-07,42.0509,USD,SYNTH
MSFT,2025-07-08,41.9249,USD,SYNTH
MSFT,2025-07-09,42.5635,USD,SYNTH
MSFT,2025-07-10,43.0914,USD,SYNTH
MSFT,2025-07-11,43.0139,USD,SYNTH
MSFT,2025-07-14,42.3611,USD,SYNTH
MSFT,2025-07-15,41.6570,USD,SYNTH
MSFT,2025-07-16,41.1141,USD,SYNTH
MSFT,2025-07-17,40.3978,USD,SYNTH
MSFT,2025-07-18,41.0395,USD,SYNTH
MSFT,2025-07-21,41.0174,USD,SYNTH
MSFT,2025-07-22,42.1889,USD,SYNTH
MSFT,2025-07-23,43.9325,USD,SYNTH
MSFT,2025-07-24,43.9648,USD,SYNTH
MSFT,2025-07-25,42.7530,USD,SYNTH
MSFT,2025-07-28,42.4723,USD,SYNTH
MSFT,2025-07-29,42.4274,USD,SYNTH
MSFT,2025-07-30,41.3034,USD,SYNTH
MSFT,2025-07-31,41.1296,USD,SYNTH
MSFT,2025-08-01,41.3543,USD,SYNTH
MSFT,2025-08-04,41.0248,USD,SYNTH
MSFT,2025-08-05,40.4696,USD,SYNTH
MSFT,2025-08-06,39.9291,USD,SYNTH
MSFT,2025-08-07,41.2252,USD,SYNTH
MSFT,2025-08-08,41.1191,USD,SYNTH
MSFT,2025-08-11,40.5171,USD,SYNTH
MSFT,2025-08-12,40.2573,USD,SYNTH
MSFT,2025-08-13,40.9610,USD,SYNTH
MSFT,2025-08-14,40.4684,USD,SYNTH
MSFT,2025-08-15,40.8316,USD,SYNTH
MSFT,2025-08-18,41.3788,USD,SYNTH
MSFT,2025-08-19,41.9492,USD,SYNTH
MSFT,2025-08-20,43.0186,USD,SYNTH
MSFT,2025-08-21,42.6053,USD,SYNTH
MSFT,2025-08-22,43.4867,USD,SYNTH
MSFT,2025-08-25,42.8792,USD,SYNTH
MSFT,2025-08-26,42.5860,USD,SYNTH
MSFT,2025-08-27,43.5156,USD,SYNTH
MSFT,2025-08-28,44.1728,USD,SYNTH
MSFT,2025-08-29,44.1877,USD,SYNTH
MSFT,2025-09-01,43.2534,USD,SYNTH
MSFT,2025-09-02,43.7036,USD,SYNTH
MSFT,2025-09-03,43.2208,USD,SYNTH
MSFT,2025-09-04,42.5151,USD,SYNTH
MSFT,2025-09-05,42.0318,USD,SYNTH
MSFT,2025-09-08,42.2309,USD,SYNTH
MSFT,2025-09-09,40.6313,USD,SYNTH
MSFT,2025-09-10,40.9073,USD,SYNTH
MSFT,2025-09-11,41.0476,USD,SYNTH
MSFT,2025-09-12,40.6281,USD,SYNTH
MSFT,2025-09-15,41.3986,USD,SYNTH
MSFT,2025-09-16,41.8666,USD,SYNTH
MSFT,2025-09-17,41.4223,USD,SYNTH
MSFT,2025-09-18,40.9351,USD,SYNTH
MSFT,2025-09-19,41.4596,USD,SYNTH
MSFT,2025-09-22,40.3407,USD,SYNTH
MSFT,2025-09-23,40.1112,USD,SYNTH
MSFT,2025-09-24,39.6676,USD,SYNTH
MSFT,2025-09-25,39.7294,USD,SYNTH
MSFT,2025-09-26,39.8923,USD,SYNTH
MSFT,2025-09-29,39.9307,USD,SYNTH
MSFT,2025-09-30,40.7584,USD,SYNTH
MSFT,2025-10-01,40.9379,USD,SYNTH
MSFT,2025-10-02,40.7181,USD,SYNTH
MSFT,2025-10-03,39.8428,USD,SYNTH
MSFT,2025-10-06,40.3725,USD,SYNTH
MSFT,2025-10-07,40.7684,USD,SYNTH
MSFT,2025-10-08,41.8453,USD,SYNTH
MSFT,2025-10-09,41.2948,USD,SYNTH
MSFT,2025-10-10,41.3269,USD,SYNTH
MSFT,2025-10-13,41.2956,USD,SYNTH
MSFT,2025-10-14,41.2429,USD,SYNTH
MSFT,2025-10-15,41.2630,USD,SYNTH
MSFT,2025-10-16,40.0019,USD,SYNTH
MSFT,2025-10-17,40.6079,USD,SYNTH
MSFT,2025-10-20,41.0976,USD,SYNTH
MSFT,2025-10-21,41.9462,USD,SYNTH
MSFT,2025-10-22,43.6572,USD,SYNTH
MSFT,2025-10-23,43.4197,USD,SYNTH
MSFT,2025-10-24,43.4045,USD,SYNTH
MSFT,2025-10-27,43.4251,USD,SYNTH
MSFT,2025-10-28,44.9563,USD,SYNTH
MSFT,2025-10-29,43.5688,USD,SYNTH
MSFT,2025-10-30,43.9629,USD,SYNTH
MSFT,2025-10-31,42.8121,USD,SYNTH
MSFT,2025-11-03,40.8356,USD,SYNTH
MSFT,2025-11-04,39.3624,USD,SYNTH
MSFT,2025-11-05,38.3952,USD,SYNTH
MSFT,2025-11-06,39.1456,USD,SYNTH
MSFT,2025-11-07,38.5454,USD,SYNTH
MSFT,2025-11-10,38.3992,USD,SYNTH
MSFT,2025-11-11,37.6065,USD,SYNTH
MSFT,2025-11-12,38.0313,USD,SYNTH
MSFT,2025-11-13,37.2884,USD,SYNTH
MSFT,2025-11-14,38.1840,USD,SYNTH
MSFT,2025-11-17,37.5129,USD,SYNTH
MSFT,2025-11-18,37.0077,USD,SYNTH
MSFT,2025-11-19,37.1005,USD,SYNTH
MSFT,2025-11-20,37.1282,USD,SYNTH
MSFT,2025-11-21,38.0914,USD,SYNTH
MSFT,2025-11-24,38.1854,USD,SYNTH
MSFT,2025-11-25,37.3667,USD,SYNTH
MSFT,2025-11-26,37.0010,USD,SYNTH
MSFT,2025-11-27,36.6306,USD,SYNTH
MSFT,2025-11-28,37.1197,USD,SYNTH
MSFT,2025-12-01,37.3872,USD,SYNTH
MSFT,2025-12-02,37.3181,USD,SYNTH
MSFT,2025-12-03,37.9135,USD,SYNTH
MSFT,2025-12-04,37.5642,USD,SYNTH
MSFT,2025-12-05,37.4833,USD,SYNTH
MSFT,2025-12-08,37.6165,USD,SYNTH
MSFT,2025-12-09,38.6625,USD,SYNTH
MSFT,2025-12-10,38.6056,USD,SYNTH
MSFT,2025-12-11,38.3734,USD,SYNTH
MSFT,2025-12-12,37.6625,USD,SYNTH
MSFT,2025-12-15,38.1389,USD,SYNTH
MSFT,2025-12-16,37.7469,USD,SYNTH
MSFT,2025-12-17,37.9918,USD,SYNTH
MSFT,2025-12-18,36.7027,USD,SYNTH
MSFT,2025-12-19,37.4029,USD,SYNTH
MSFT,2025-12-22,36.5174,USD,SYNTH
MSFT,2025-12-23,36.0174,USD,SYNTH
MSFT,2025-12-24,36.7145,USD,SYNTH
MSFT,2025-12-25,35.8436,USD,SYNTH
MSFT,2025-12-26,35.8031,USD,SYNTH
MSFT,2025-12-29,35.8617,USD,SYNTH
MSFT,2025-12-30,35.2279,USD,SYNTH
MSFT,2025-12-31,36.0900,USD,SYNTH
MSFT,2026-01-01,37.0745,USD,SYNTH
MSFT,2026-01-02,35.7699,USD,SYNTH
MSFT,2026-01-05,34.8476,USD,SYNTH
MSFT,2026-01-06,35.3651,USD,SYNTH
MSFT,2026-01-07,34.5462,USD,SYNTH
MSFT,2026-01-08,34.3149,USD,SYNTH
MSFT,2026-01-09,34.4052,USD,SYNTH
MSFT,2026-01-12,34.8440,USD,SYNTH
MSFT,2026-01-13,34.7144,USD,SYNTH
MSFT,2026-01-14,34.7843,USD,SYNTH
MSFT,2026-01-15,34.3085,USD,SYNTH
MSFT,2026-01-16,35.1168,USD,SYNTH
MSFT,2026-01-19,34.8143,USD,SYNTH
MSFT,2026-01-20,35.0376,USD,SYNTH
MSFT,2026-01-21,34.7255,USD,SYNTH
MSFT,2026-01-22,34.8023,USD,SYNTH
MSFT,2026-01-23,34.7074,USD,SYNTH
MSFT,2026-01-26,34.6164,USD,SYNTH
MSFT,2026-01-27,33.9951,USD,SYNTH
MSFT,2026-01-28,34.4926,USD,SYNTH
MSFT,2026-01-29,35.3809,USD,SYNTH
MSFT,2026-01-30,35.5463,USD,SYNTH
MSFT,2026-02-02,36.0256,USD,SYNTH
MSFT,2026-02-03,36.5798,USD,SYNTH
MSFT,2026-02-04,37.2018,USD,SYNTH
MSFT,2026-02-05,37.4161,USD,SYNTH
MSFT,2026-02-06,37.5703,USD,SYNTH
MSFT,2026-02-09,38.1659,USD,SYNTH
MSFT,2026-02-10,38.2246,USD,SYNTH
MSFT,2026-02-11,37.5660,USD,SYNTH
MSFT,2026-02-12,37.5934,USD,SYNTH
MSFT,2026-02-13,36.3268,USD,SYNTH
MSFT,2026-02-16,36.3338,USD,SYNTH
MSFT,2026-02-17,36.6151,USD,SYNTH
MSFT,2026-02-18,37.4407,USD,SYNTH
MSFT,2026-02-19,37.5539,USD,SYNTH
MSFT,2026-02-20,38.1925,USD,SYNTH
MSFT,2026-02-23,38.2036,USD,SYNTH
MSFT,2026-02-24,37.5113,USD,SYNTH
MSFT,2026-02-25,36.5695,USD,SYNTH
MSFT,2026-02-26,35.9422,USD,SYNTH
MSFT,2026-02-27,35.0691,USD,SYNTH
MSFT,2026-03-02,35.4797,USD,SYNTH
MSFT,2026-03-03,35.3577,USD,SYNTH
MSFT,2026-03-04,35.7313,USD,SYNTH
MSFT,2026-03-05,35.7892,USD,SYNTH
MSFT,2026-03-06,36.4726,USD,SYNTH
MSFT,2026-03-09,37.1795,USD,SYNTH
MSFT,2026-03-10,36.7588,USD,SYNTH
MSFT,2026-03-11,36.5883,USD,SYNTH
MSFT,2026-03-12,36.2484,USD,SYNTH
MSFT,2026-03-13,35.2014,USD,SYNTH
MSFT,2026-03-16,35.6398,USD,SYNTH
MSFT,2026-03-17,36.4131,USD,SYNTH
MSFT,2026-03-18,36.4198,USD,SYNTH
MSFT,2026-03-19,36.1074,USD,SYNTH
MSFT,2026-03-20,36.8273,USD,SYNTH
MSFT,2026-03-23,35.2839,USD,SYNTH
MSFT,2026-03-24,35.4072,USD,SYNTH
MSFT,2026-03-25,35.5091,USD,SYNTH
MSFT,2026-03-26,35.1549,USD,SYNTH
MSFT,2026-03-27,36.0460,USD,SYNTH
MSFT,2026-03-30,36.6867,USD,SYNTH
MSFT,2026-03-31,36.5252,USD,SYNTH
MSFT,2026-04-01,36.4792,USD,SYNTH
MSFT,2026-04-02,36.2354,USD,SYNTH
MSFT,2026-04-03,35.9122,USD,SYNTH
MSFT,2026-04-06,35.0773,USD,SYNTH
MSFT,2026-04-07,35.9591,USD,SYNTH
MSFT,2026-04-08,36.6353,USD,SYNTH
MSFT,2026-04-09,37.1726,USD,SYNTH
MSFT,2026-04-10,36.4516,USD,SYNTH
MSFT,2026-04-13,37.8278,USD,SYNTH
MSFT,2026-04-14,39.1874,USD,SYNTH
MSFT,2026-04-15,39.3319,USD,SYNTH
MSFT,2026-04-16,38.7035,USD,SYNTH
MSFT,2026-04-17,38.1115,USD,SYNTH
MSFT,2026-04-20,38.4101,USD,SYNTH
MSFT,2026-04-21,37.7903,USD,SYNTH
MSFT,2026-04-22,37.7784,USD,SYNTH
MSFT,2026-04-23,38.5300,USD,SYNTH
MSFT,2026-04-24,37.4965,USD,SYNTH
MSFT,2026-04-27,38.8615,USD,SYNTH
MSFT,2026-04-28,39.9691,USD,SYNTH
