beginning_date,ending_date,identifier,weight,return
2008-04-30,2008-05-31,pfe,0.01133868522,-0.03729534010
2008-04-30,2008-05-31,qcom,0.00852396522,0.12387122850
2008-04-30,2008-05-31,sbux,0.01040044522,0.12076432020
2008-04-30,2008-05-31,schw,0.01086956522,0.02685173800
2008-04-30,2008-05-31,so,0.01251148522,-0.02766605510
2008-04-30,2008-05-31,spg,0.02361561043,-0.00500726610
2008-04-30,2008-05-31,tgt,0.01321516522,0.00432907460
2008-04-30,2008-05-31,tmus,0.01180780522,0.08146641410
2008-04-30,2008-05-31,unp,0.02150457043,0.13382486780
2008-04-30,2008-05-31,ups,0.01040044522,-0.01919665390
2008-04-30,2008-05-31,v,0.02033177043,0.03487112170
2008-04-30,2008-05-31,vz,0.00828940522,0.01136794800
2008-04-30,2008-05-31,wfc,0.02220825043,-0.07327728410
2008-04-30,2008-05-31,wmt,0.02267737043,-0.00413963480
2008-04-30,2008-05-31,xom,0.01204236522,-0.04630951100
2008-05-31,2008-06-30,aapl,0.01204236522,-0.11290101570
2008-05-31,2008-06-30,acn,0.01133868522,-0.00244968950
2008-05-31,2008-06-30,adbe,0.01157324522,-0.10599187100
2008-05-31,2008-06-30,aig,0.02291193043,-0.26500033080
2008-05-31,2008-06-30,amd,0.02009721043,-0.15261630430
2008-05-31,2008-06-30,amzn,0.02150457043,-0.10156818790
2008-05-31,2008-06-30,axp,0.02220825043,-0.18727058130
2008-05-31,2008-06-30,bk,0.02197369043,-0.15046010990
2008-05-31,2008-06-30,bkng,0.01962809043,-0.14175282530
2008-05-31,2008-06-30,bmy,0.01298060522,-0.09916595670
2008-05-31,2008-06-30,brk-b,0.02150457043,-0.10804803600
2008-05-31,2008-06-30,c,0.02361561043,-0.22453382280
2008-05-31,2008-06-30,cat,0.02127001043,-0.10672813040
2008-05-31,2008-06-30,cl,0.00969676522,-0.07073670990
2008-05-31,2008-06-30,cmcsa,0.01986265043,-0.15688863420
2008-05-31,2008-06-30,cof,0.02314649043,-0.20459617430
2008-05-31,2008-06-30,cost,0.02267737043,-0.01441319730
2008-05-31,2008-06-30,crm,0.01063500522,-0.05642371860
2008-05-31,2008-06-30,cvs,0.01157324522,-0.07525083940
2008-05-31,2008-06-30,cvx,0.01016588522,0.00649332600
2008-05-31,2008-06-30,de,0.01133868522,-0.11322879970
2008-05-31,2008-06-30,dis,0.01986265043,-0.07142859540
2008-05-31,2008-06-30,fdx,0.02267737043,-0.14087904950
2008-05-31,2008-06-30,ge,0.02244281043,-0.13118486900
2008-05-31,2008-06-30,gild,0.01110412522,-0.04284198660
2008-05-31,2008-06-30,goog,0.02314649043,-0.10136569910
2008-05-31,2008-06-30,googl,0.02244281043,-0.10136569850
2008-05-31,2008-06-30,hd,0.02080089043,-0.14400586330
2008-05-31,2008-06-30,ibm,0.01180780522,-0.08047192360
2008-05-31,2008-06-30,intc,0.01204236522,-0.06780454340
2008-05-31,2008-06-30,intu,0.01063500522,-0.04799702970
2008-05-31,2008-06-30,jnj,0.00993132522,-0.02916621460
2008-05-31,2008-06-30,jpm,0.01986265043,-0.20209308190
2008-05-31,2008-06-30,ko,0.01180780522,-0.09221080740
2008-05-31,2008-06-30,lin,0.02197369043,-0.00862631170
2008-05-31,2008-06-30,lly,0.01939353043,-0.03179744850
2008-05-31,2008-06-30,lmt,0.01133868522,-0.09497175980
2008-05-31,2008-06-30,low,0.02197369043,-0.13541686910
2008-05-31,2008-06-30,ma,0.02197369043,-0.13973780320
2008-05-31,2008-06-30,mdt,0.01157324522,0.02131464770
2008-05-31,2008-06-30,mmm,0.00852396522,-0.09578445470
2008-05-31,2008-06-30,msft,0.01133868522,-0.02502544960
2008-05-31,2008-06-30,nee,0.00852396522,-0.02873205640
2008-05-31,2008-06-30,nflx,0.02502297043,-0.14130428090
2008-05-31,2008-06-30,nke,0.01086956522,-0.12812628000
2008-05-31,2008-06-30,nvda,0.02267737043,-0.24210553340
2008-05-31,2008-06-30,orcl,0.00969676522,-0.08056104590
2008-05-31,2008-06-30,pfe,0.01016588522,-0.08325761490
2008-05-31,2008-06-30,qcom,0.01133868522,-0.08290473530
2008-05-31,2008-06-30,sbux,0.01180780522,-0.13468954040
2008-05-31,2008-06-30,schw,0.00899308522,-0.07190142950
2008-05-31,2008-06-30,so,0.01063500522,-0.02435279860
2008-05-31,2008-06-30,spg,0.02361561043,-0.08715921980
2008-05-31,2008-06-30,tgt,0.01204236522,-0.12652874480
2008-05-31,2008-06-30,tmus,0.00993132522,-0.16619586750
2008-05-31,2008-06-30,unp,0.02220825043,-0.08273642950
2008-05-31,2008-06-30,ups,0.01016588522,-0.12899500200
2008-05-31,2008-06-30,v,0.02127001043,-0.05847643550
2008-05-31,2008-06-30,vz,0.01040044522,-0.07980245330
2008-05-31,2008-06-30,wfc,0.01892441043,-0.12993067630
2008-05-31,2008-06-30,wmt,0.02150457043,-0.02256438250
2008-05-31,2008-06-30,xom,0.01180780522,-0.00266203290
2008-06-30,2008-07-31,aapl,0.01110412522,-0.05070454240
2008-06-30,2008-07-31,acn,0.01204236522,0.02553966340
2008-06-30,2008-07-31,adbe,0.00993132522,0.04975879960
2008-06-30,2008-07-31,aig,0.02103545043,-0.00999644470
2008-06-30,2008-07-31,amd,0.01986265043,-0.27787305430
2008-06-30,2008-07-31,amzn,0.02478841043,0.04104727040
2008-06-30,2008-07-31,axp,0.01986265043,-0.01460067960
2008-06-30,2008-07-31,bk,0.02127001043,-0.06159093610
2008-06-30,2008-07-31,bkng,0.01986265043,-0.00441710810
2008-06-30,2008-07-31,bmy,0.00946220522,0.02873868760
2008-06-30,2008-07-31,brk-b,0.02056633043,-0.04561311230
2008-06-30,2008-07-31,c,0.02080089043,0.11515488690
2008-06-30,2008-07-31,cat,0.02220825043,-0.05824965320
2008-06-30,2008-07-31,cl,0.01157324522,0.07481836660
2008-06-30,2008-07-31,cmcsa,0.01822073043,0.08697936140
2008-06-30,2008-07-31,cof,0.02220825043,0.10128914820
2008-06-30,2008-07-31,cost,0.02478841043,-0.10635909750
2008-06-30,2008-07-31,crm,0.01180780522,-0.06507401550
2008-06-30,2008-07-31,cvs,0.01227692522,-0.07758395250
2008-06-30,2008-07-31,cvx,0.01157324522,-0.14697845960
2008-06-30,2008-07-31,de,0.00993132522,-0.02359520420
2008-06-30,2008-07-31,dis,0.02338105043,-0.02724350770
2008-06-30,2008-07-31,fdx,0.02056633043,0.00185525480
2008-06-30,2008-07-31,ge,0.02314649043,0.07474559820
2008-06-30,2008-07-31,gild,0.01133868522,0.01945241390
2008-06-30,2008-07-31,goog,0.02338105043,-0.10005315580
2008-06-30,2008-07-31,googl,0.02267737043,-0.10005315050
2008-06-30,2008-07-31,hd,0.01868985043,0.02600565270
2008-06-30,2008-07-31,ibm,0.00946220522,0.07972689450
2008-06-30,2008-07-31,intc,0.01063500522,0.03305371870
2008-06-30,2008-07-31,intu,0.01133868522,-0.00870515670
2008-06-30,2008-07-31,jnj,0.01133868522,0.06419002330
2008-06-30,2008-07-31,jpm,0.02033177043,0.18420299180
2008-06-30,2008-07-31,ko,0.01063500522,-0.00270139390
2008-06-30,2008-07-31,lin,0.02173913043,-0.00148787560
2008-06-30,2008-07-31,lly,0.02408473043,0.02058095960
2008-06-30,2008-07-31,lmt,0.01321516522,0.05747037410
2008-06-30,2008-07-31,low,0.01939353043,-0.02072321010
2008-06-30,2008-07-31,ma,0.01986265043,-0.08048325760
2008-06-30,2008-07-31,mdt,0.01063500522,0.02086960210
2008-06-30,2008-07-31,mmm,0.01063500522,0.01149577580
2008-06-30,2008-07-31,msft,0.01110412522,-0.06506747370
2008-06-30,2008-07-31,nee,0.01063500522,-0.00931197450
2008-06-30,2008-07-31,nflx,0.02080089043,0.18488670350
2008-06-30,2008-07-31,nke,0.01321516522,-0.01225780270
2008-06-30,2008-07-31,nvda,0.02033177043,-0.38888885800
2008-06-30,2008-07-31,orcl,0.00969676522,0.02523838670
2008-06-30,2008-07-31,pfe,0.01344972522,0.06868956970
2008-06-30,2008-07-31,qcom,0.01086956522,0.24723916090
2008-06-30,2008-07-31,sbux,0.01227692522,-0.06670919640
2008-06-30,2008-07-31,schw,0.01298060522,0.11441124930
2008-06-30,2008-07-31,so,0.01133868522,0.01345940070
2008-06-30,2008-07-31,spg,0.02103545043,0.03048174730
2008-06-30,2008-07-31,tgt,0.01251148522,-0.02710250420
2008-06-30,2008-07-31,tmus,0.00852396522,-0.06098249990
2008-06-30,2008-07-31,unp,0.02197369043,0.09494261980
2008-06-30,2008-07-31,ups,0.01204236522,0.02619234780
2008-06-30,2008-07-31,v,0.02033177043,-0.10146319870
2008-06-30,2008-07-31,vz,0.01040044522,-0.03841809920
2008-06-30,2008-07-31,wfc,0.02127001043,0.27452595230
2008-06-30,2008-07-31,wmt,0.02244281043,0.04306086680
2008-06-30,2008-07-31,xom,0.01110412522,-0.08737090540
2008-07-31,2008-08-31,aapl,0.01063500522,0.06656175380
2008-07-31,2008-08-31,acn,0.00993132522,-0.00957801150
2008-07-31,2008-08-31,adbe,0.01040044522,0.03579210190
2008-07-31,2008-08-31,aig,0.02314649043,-0.17504813560
2008-07-31,2008-08-31,amd,0.02009721043,0.49406173510
2008-07-31,2008-08-31,amzn,0.02103545043,0.05855390540
2008-07-31,2008-08-31,axp,0.02103545043,0.07361670660
2008-07-31,2008-08-31,bk,0.02033177043,-0.01852035880
2008-07-31,2008-08-31,bkng,0.02009721043,-0.19112654900
2008-07-31,2008-08-31,bmy,0.01063500522,0.02568068210
2008-07-31,2008-08-31,brk-b,0.02173913043,0.01906501760
2008-07-31,2008-08-31,c,0.02197369043,0.03363618120
2008-07-31,2008-08-31,cat,0.02291193043,0.02349974050
2008-07-31,2008-08-31,cl,0.01110412522,0.02970263770
2008-07-31,2008-08-31,cmcsa,0.02150457043,0.03070054660
2008-07-31,2008-08-31,cof,0.02127001043,0.05446680740
2008-07-31,2008-08-31,cost,0.02314649043,0.06987878020
2008-07-31,2008-08-31,crm,0.01110412522,-0.12180594290
2008-07-31,2008-08-31,cvs,0.01298060522,0.00452940930
2008-07-31,2008-08-31,cvx,0.00993132522,0.02081328720
2008-07-31,2008-08-31,de,0.00993132522,0.00584378030
2008-07-31,2008-08-31,dis,0.01892441043,0.06589786420
2008-07-31,2008-08-31,fdx,0.02173913043,0.05048211780
2008-07-31,2008-08-31,ge,0.02197369043,-0.00671590760
2008-07-31,2008-08-31,gild,0.01157324522,-0.02408322100
2008-07-31,2008-08-31,goog,0.02338105043,-0.02207918140
2008-07-31,2008-08-31,googl,0.02173913043,-0.02207914670
2008-07-31,2008-08-31,hd,0.02244281043,0.13806139590
2008-07-31,2008-08-31,ibm,0.01133868522,-0.04883557910
2008-07-31,2008-08-31,intc,0.01204236522,0.03064474090
2008-07-31,2008-08-31,intu,0.00993132522,0.10025593720
2008-07-31,2008-08-31,jnj,0.01086956522,0.02862577270
2008-07-31,2008-08-31,jpm,0.02220825043,-0.04206085870
2008-07-31,2008-08-31,ko,0.01086956522,0.01106818350
2008-07-31,2008-08-31,lin,0.02197369043,-0.04150217390
2008-07-31,2008-08-31,lly,0.02244281043,-0.00976438310
2008-07-31,2008-08-31,lmt,0.00969676522,0.11607377880
2008-07-31,2008-08-31,low,0.02338105043,0.21826421090
2008-07-31,2008-08-31,ma,0.02220825043,-0.00598920610
2008-07-31,2008-08-31,mdt,0.01227692522,0.03727188420
2008-07-31,2008-08-31,mmm,0.01180780522,0.01719046940
2008-07-31,2008-08-31,msft,0.01110412522,0.06104196610
2008-07-31,2008-08-31,nee,0.01110412522,-0.06927014130
2008-07-31,2008-08-31,nflx,0.02056633043,-0.00161868390
2008-07-31,2008-08-31,nke,0.01110412522,0.03289066210
2008-07-31,2008-08-31,nvda,0.02173913043,0.10489528600
2008-07-31,2008-08-31,orcl,0.01040044522,0.01857892630
2008-07-31,2008-08-31,pfe,0.01086956522,0.02356714050
2008-07-31,2008-08-31,qcom,0.01040044522,-0.04860835010
2008-07-31,2008-08-31,sbux,0.00899308522,0.05922416370
2008-07-31,2008-08-31,schw,0.01227692522,0.04805579120
2008-07-31,2008-08-31,so,0.00969676522,0.07246189280
2008-07-31,2008-08-31,spg,0.02314649043,0.02429046700
2008-07-31,2008-08-31,tgt,0.01016588522,0.17223101630
2008-07-31,2008-08-31,tmus,0.01180780522,0.01443184390
2008-07-31,2008-08-31,unp,0.02338105043,0.01770986140
2008-07-31,2008-08-31,ups,0.01063500522,0.01648632090
2008-07-31,2008-08-31,v,0.02455385043,0.03887220970
2008-07-31,2008-08-31,vz,0.01040044522,0.04440349760
2008-07-31,2008-08-31,wfc,0.02127001043,0.00000000000
2008-07-31,2008-08-31,wmt,0.01915897043,0.00767588160
2008-07-31,2008-08-31,xom,0.00946220522,-0.00522163010
2008-08-31,2008-09-30,aapl,0.01040044522,-0.32955800350
2008-08-31,2008-09-30,acn,0.00993132522,-0.08123802870
2008-08-31,2008-09-30,adbe,0.01157324522,-0.07844969570
2008-08-31,2008-09-30,aig,0.02267737043,-0.84504417770
2008-08-31,2008-09-30,amd,0.02291193043,-0.16534180730
2008-08-31,2008-09-30,amzn,0.02150457043,-0.09961641780
2008-08-31,2008-09-30,axp,0.02291193043,-0.10710677320
2008-08-31,2008-09-30,bk,0.02056633043,-0.05865344600
2008-08-31,2008-09-30,bkng,0.02080089043,-0.26403526760
2008-08-31,2008-09-30,bmy,0.01298060522,-0.02296110650
2008-08-31,2008-09-30,brk-b,0.02525753043,0.12634547020
2008-08-31,2008-09-30,c,0.02220825043,0.08004233920
2008-08-31,2008-09-30,cat,0.02056633043,-0.15735905320
2008-08-31,2008-09-30,cl,0.01040044522,-0.00894377610
2008-08-31,2008-09-30,cmcsa,0.02338105043,-0.07318213620
2008-08-31,2008-09-30,cof,0.02173913043,0.16512227130
2008-08-31,2008-09-30,cost,0.02080089043,-0.02935925160
2008-08-31,2008-09-30,crm,0.01040044522,-0.13602282370
2008-08-31,2008-09-30,cvs,0.00969676522,-0.08032776520
2008-08-31,2008-09-30,cvx,0.01016588522,-0.03725764400
2008-08-31,2008-09-30,de,0.01204236522,-0.29856836950
2008-08-31,2008-09-30,dis,0.02173913043,-0.05131380750
2008-08-31,2008-09-30,fdx,0.02173913043,-0.04564125290
2008-08-31,2008-09-30,ge,0.01892441043,-0.09252692840
2008-08-31,2008-09-30,gild,0.00993132522,-0.13382667870
2008-08-31,2008-09-30,goog,0.02197369043,-0.13548747440
2008-08-31,2008-09-30,googl,0.02244281043,-0.13548756620
2008-08-31,2008-09-30,hd,0.02173913043,-0.04535395270
2008-08-31,2008-09-30,ibm,0.01110412522,-0.03544300360
2008-08-31,2008-09-30,intc,0.01086956522,-0.17590026360
2008-08-31,2008-09-30,intu,0.01040044522,0.05121382860
2008-08-31,2008-09-30,jnj,0.01110412522,-0.00993878850
2008-08-31,2008-09-30,jpm,0.02314649043,0.21330281890
2008-08-31,2008-09-30,ko,0.01040044522,0.01555600170
2008-08-31,2008-09-30,lin,0.02056633043,-0.20146898950
2008-08-31,2008-09-30,lly,0.02197369043,-0.04706922140
2008-08-31,2008-09-30,lmt,0.01063500522,-0.05471577000
2008-08-31,2008-09-30,low,0.02220825043,-0.03855566210
2008-08-31,2008-09-30,ma,0.02220825043,-0.26889323550
2008-08-31,2008-09-30,mdt,0.00828940522,-0.08241738740
2008-08-31,2008-09-30,mmm,0.00946220522,-0.03788219720
2008-08-31,2008-09-30,msft,0.01133868522,-0.01808536780
2008-08-31,2008-09-30,nee,0.01133868522,-0.15633247270
2008-08-31,2008-09-30,nflx,0.02080089043,0.00129715490
2008-08-31,2008-09-30,nke,0.00993132522,0.10377834050
2008-08-31,2008-09-30,nvda,0.02080089043,-0.15268989610
2008-08-31,2008-09-30,orcl,0.01133868522,-0.07387125050
2008-08-31,2008-09-30,pfe,0.01040044522,-0.01913562640
2008-08-31,2008-09-30,qcom,0.01086956522,-0.18140776060
2008-08-31,2008-09-30,sbux,0.01157324522,-0.04434465620
2008-08-31,2008-09-30,schw,0.01086956522,0.08661199310
2008-08-31,2008-09-30,so,0.01016588522,0.00479838870
2008-08-31,2008-09-30,spg,0.02267737043,0.03183222120
2008-08-31,2008-09-30,tgt,0.01391884522,-0.07198843290
2008-08-31,2008-09-30,tmus,0.00993132522,-0.17071724600
2008-08-31,2008-09-30,unp,0.02385017043,-0.14901490250
2008-08-31,2008-09-30,ups,0.01016588522,-0.01213437650
2008-08-31,2008-09-30,v,0.02220825043,-0.19000421610
2008-08-31,2008-09-30,vz,0.01110412522,-0.08627617440
2008-08-31,2008-09-30,wfc,0.02173913043,0.25335260200
2008-08-31,2008-09-30,wmt,0.02173913043,0.01797121450
2008-08-31,2008-09-30,xom,0.00946220522,-0.02441404660
2008-09-30,2008-10-31,aapl,0.01016588522,-0.05340499190
2008-09-30,2008-10-31,acn,0.01321516522,-0.13026299890
2008-09-30,2008-10-31,adbe,0.01180780522,-0.32505704170
2008-09-30,2008-10-31,aig,0.02220825043,-0.42062205220
2008-09-30,2008-10-31,amd,0.02080089043,-0.33333333330
2008-09-30,2008-10-31,amzn,0.02150457043,-0.21330401880
2008-09-30,2008-10-31,axp,0.02033177043,-0.22382156920
2008-09-30,2008-10-31,bk,0.02291193043,0.01258460620
2008-09-30,2008-10-31,bkng,0.02033177043,-0.23089287790
2008-09-30,2008-10-31,bmy,0.00969676522,-0.01438856600
2008-09-30,2008-10-31,brk-b,0.02549209043,-0.12627984390
2008-09-30,2008-10-31,c,0.02033177043,-0.33447131060
2008-09-30,2008-10-31,cat,0.02220825043,-0.35905983440
2008-09-30,2008-10-31,cl,0.01086956522,-0.16708668270
2008-09-30,2008-10-31,cmcsa,0.02338105043,-0.19714725920
2008-09-30,2008-10-31,cof,0.02080089043,-0.23294151040
2008-09-30,2008-10-31,cost,0.02478841043,-0.12197761290
2008-09-30,2008-10-31,crm,0.01110412522,-0.36033063280
2008-09-30,2008-10-31,cvs,0.00969676522,-0.08942362230
2008-09-30,2008-10-31,cvx,0.01204236522,-0.09553862290
2008-09-30,2008-10-31,de,0.01180780522,-0.21721574150
2008-09-30,2008-10-31,dis,0.02103545043,-0.15575103930
2008-09-30,2008-10-31,fdx,0.02220825043,-0.17184307570
2008-09-30,2008-10-31,ge,0.02197369043,-0.22198146410
2008-09-30,2008-10-31,gild,0.00875852522,0.00482172160
2008-09-30,2008-10-31,goog,0.02173913043,-0.10276635670
2008-09-30,2008-10-31,googl,0.01845529043,-0.10276633430
2008-09-30,2008-10-31,hd,0.02314649043,-0.08121432030
2008-09-30,2008-10-31,ibm,0.00969676522,-0.20511287760
2008-09-30,2008-10-31,intc,0.01110412522,-0.14415387790
2008-09-30,2008-10-31,intu,0.01016588522,-0.20721297460
2008-09-30,2008-10-31,jnj,0.00899308522,-0.11460741140
2008-09-30,2008-10-31,jpm,0.02244281043,-0.11670287860
2008-09-30,2008-10-31,ko,0.01204236522,-0.16086719000
2008-09-30,2008-10-31,lin,0.02338105043,-0.08801262700
2008-09-30,2008-10-31,lly,0.02197369043,-0.23188729900
2008-09-30,2008-10-31,lmt,0.01063500522,-0.22449182060
2008-09-30,2008-10-31,low,0.01822073043,-0.08400141850
2008-09-30,2008-10-31,ma,0.02197369043,-0.16641283100
2008-09-30,2008-10-31,mdt,0.01086956522,-0.19501004520
2008-09-30,2008-10-31,mmm,0.01086956522,-0.05870258340
2008-09-30,2008-10-31,msft,0.01157324522,-0.16335718830
2008-09-30,2008-10-31,nee,0.01157324522,-0.06083466320
2008-09-30,2008-10-31,nflx,0.02220825043,-0.19818656280
2008-09-30,2008-10-31,nke,0.01157324522,-0.13535311330
2008-09-30,2008-10-31,nvda,0.02056633043,-0.18207264530
2008-09-30,2008-10-31,orcl,0.01133868522,-0.09945858690
2008-09-30,2008-10-31,pfe,0.01368428522,-0.03958775300
2008-09-30,2008-10-31,qcom,0.01110412522,-0.10961159310
2008-09-30,2008-10-31,sbux,0.00875852522,-0.11701411120
2008-09-30,2008-10-31,schw,0.01086956522,-0.26461567080
2008-09-30,2008-10-31,so,0.01040044522,-0.08888267770
2008-09-30,2008-10-31,spg,0.02033177043,-0.30896925650
2008-09-30,2008-10-31,tgt,0.01110412522,-0.18205931750
2008-09-30,2008-10-31,tmus,0.00899308522,-0.01786994580
2008-09-30,2008-10-31,unp,0.02314649043,-0.06169196830
2008-09-30,2008-10-31,ups,0.01063500522,-0.16075671780
2008-09-30,2008-10-31,v,0.02103545043,-0.09838770650
2008-09-30,2008-10-31,vz,0.01016588522,-0.07541272380
2008-09-30,2008-10-31,wfc,0.02173913043,-0.09272585780
2008-09-30,2008-10-31,wmt,0.02385017043,-0.06812487490
2008-09-30,2008-10-31,xom,0.01016588522,-0.04558343680
2008-10-31,2008-11-30,aapl,0.01251148522,-0.13867473180
2008-10-31,2008-11-30,acn,0.01040044522,-0.04771579620
2008-10-31,2008-11-30,adbe,0.01204236522,-0.13063061640
2008-10-31,2008-11-30,aig,0.02291193043,0.05235616960
2008-10-31,2008-11-30,amd,0.02173913043,-0.32571431570
2008-10-31,2008-11-30,amzn,0.02009721043,-0.25401816950
2008-10-31,2008-11-30,axp,0.02103545043,-0.14803527420
2008-10-31,2008-11-30,bk,0.02408473043,-0.07725997340
2008-10-31,2008-11-30,bkng,0.02244281043,0.31103927260
2008-10-31,2008-11-30,bmy,0.01133868522,0.02250150650
2008-10-31,2008-11-30,brk-b,0.01892441043,-0.08880207580
2008-10-31,2008-11-30,c,0.02009721043,-0.38505254730
2008-10-31,2008-11-30,cat,0.02244281043,0.08385912260
2008-10-31,2008-11-30,cl,0.01063500522,0.04344461420
2008-10-31,2008-11-30,cmcsa,0.02361561043,0.10402953150
2008-10-31,2008-11-30,cof,0.02173913043,-0.12039872750
2008-10-31,2008-11-30,cost,0.02408473043,-0.09717647420
2008-10-31,2008-11-30,crm,0.00969676522,-0.07558131070
2008-10-31,2008-11-30,cvs,0.01204236522,-0.05379594500
2008-10-31,2008-11-30,cvx,0.01110412522,0.05911555480
2008-10-31,2008-11-30,de,0.01086956522,-0.09725085990
2008-10-31,2008-11-30,dis,0.02197369043,-0.13083750510
2008-10-31,2008-11-30,fdx,0.01939353043,0.08077140870
2008-10-31,2008-11-30,ge,0.02220825043,-0.11993834150
2008-10-31,2008-11-30,gild,0.00946220522,-0.02311888860
2008-10-31,2008-11-30,goog,0.02244281043,-0.18477300870
2008-10-31,2008-11-30,googl,0.02291193043,-0.18477302420
2008-10-31,2008-11-30,hd,0.02150457043,-0.02034801390
2008-10-31,2008-11-30,ibm,0.01086956522,-0.12229740200
2008-10-31,2008-11-30,intc,0.01086956522,-0.13911411470
2008-10-31,2008-11-30,intu,0.01133868522,-0.11572229050
2008-10-31,2008-11-30,jnj,0.01063500522,-0.04499521980
2008-10-31,2008-11-30,jpm,0.02127001043,-0.22656307490
2008-10-31,2008-11-30,ko,0.01110412522,0.06377656820
2008-10-31,2008-11-30,lin,0.02080089043,-0.09362984450
2008-10-31,2008-11-30,lly,0.02314649043,0.00975721470
2008-10-31,2008-11-30,lmt,0.01251148522,-0.09335693520
2008-10-31,2008-11-30,low,0.01892441043,-0.04368576820
2008-10-31,2008-11-30,ma,0.02056633043,-0.01611751320
2008-10-31,2008-11-30,mdt,0.01063500522,-0.24039288480
2008-10-31,2008-11-30,mmm,0.00922764522,0.04090206790
2008-10-31,2008-11-30,msft,0.01063500522,-0.09449146190
2008-10-31,2008-11-30,nee,0.01086956522,0.03217581440
2008-10-31,2008-11-30,nflx,0.02127001043,-0.07189023780
2008-10-31,2008-11-30,nke,0.00993132522,-0.07600174800
2008-10-31,2008-11-30,nvda,0.02150457043,-0.14726057880
2008-10-31,2008-11-30,orcl,0.01227692522,-0.12028429660
2008-10-31,2008-11-30,pfe,0.01086956522,-0.07227581680
2008-10-31,2008-11-30,qcom,0.01016588522,-0.12258193950
2008-10-31,2008-11-30,sbux,0.00969676522,-0.31987787480
2008-10-31,2008-11-30,schw,0.01063500522,-0.04131764170
2008-10-31,2008-11-30,so,0.01086956522,0.07058264200
2008-10-31,2008-11-30,spg,0.02431929043,-0.29136198720
2008-10-31,2008-11-30,tgt,0.01251148522,-0.15852477630
2008-10-31,2008-11-30,tmus,0.01157324522,0.06550222660
2008-10-31,2008-11-30,unp,0.02009721043,-0.25056159780
2008-10-31,2008-11-30,ups,0.01086956522,0.09132286350
2008-10-31,2008-11-30,v,0.02080089043,-0.05040650980
2008-10-31,2008-11-30,vz,0.01063500522,0.11824359510
2008-10-31,2008-11-30,wfc,0.02197369043,-0.15154171590
2008-10-31,2008-11-30,wmt,0.02197369043,0.00125397200
2008-10-31,2008-11-30,xom,0.01086956522,0.08135427850
2008-11-30,2008-12-31,aapl,0.01298060522,-0.07898983980
