Portfolio Code,Security Symbol,Security Type,Holding Date,Accrued Income,Base Currency,Base Market Value,Currency Code,Market Value,Price,Quantity
BALANCED,JPM,csus,2026-01-30,0.0,USD,32357.3,USD,32357.3,305.89,105.7808
BALANCED,JPM,csus,2026-02-27,0.0,USD,31765.98,USD,31765.98,300.3,105.7808
BALANCED,JPM,csus,2026-03-31,0.0,USD,31116.49,USD,31116.49,294.16,105.7808
BALANCED,JPM,csus,2026-04-10,0.0,USD,32778.31,USD,32778.31,309.87,105.7808
BALANCED,JPM,csus,2026-04-16,0.0,USD,32786.77,USD,32786.77,309.95,105.7808
BALANCED,JPM,csus,2026-04-24,0.0,USD,32610.11,USD,32610.11,308.28,105.7808
BALANCED,JPM,csus,2026-04-30,0.0,USD,33133.73,USD,33133.73,313.23,105.7808
BALANCED,JPM,csus,2026-05-08,0.0,USD,31956.39,USD,31956.39,302.1,105.7808
BALANCED,JPM,csus,2026-05-14,0.0,USD,31724.73,USD,31724.73,299.91,105.7808
BALANCED,JPM,csus,2026-05-29,0.0,USD,31661.26,USD,31661.26,299.31,105.7808
BALANCED,36225MBS1,fius,2025-12-31,10.08,USD,8000.0,USD,8000.0,95.22,84.016
BALANCED,36225MBS1,fius,2026-01-30,10.08,USD,8039.49,USD,8039.49,95.69,84.016
BALANCED,36225MBS1,fius,2026-02-27,10.08,USD,8141.99,USD,8141.99,96.91,84.016
BALANCED,36225MBS1,fius,2026-03-31,10.08,USD,7977.32,USD,7977.32,94.95,84.016
BALANCED,36225MBS1,fius,2026-04-10,10.08,USD,7979.0,USD,7979.0,94.97,84.016
BALANCED,36225MBS1,fius,2026-04-16,10.08,USD,8002.52,USD,8002.52,95.25,84.016
BALANCED,36225MBS1,fius,2026-04-24,10.08,USD,8000.84,USD,8000.84,95.23,84.016
BALANCED,36225MBS1,fius,2026-04-30,10.08,USD,7963.03,USD,7963.03,94.78,84.016
BALANCED,36225MBS1,fius,2026-05-08,10.08,USD,7973.96,USD,7973.96,94.91,84.016
BALANCED,36225MBS1,fius,2026-05-14,10.08,USD,7920.18,USD,7920.18,94.27,84.016
BALANCED,36225MBS1,fius,2026-05-29,10.08,USD,7963.87,USD,7963.87,94.79,84.016
BALANCED,META,csus,2025-12-31,0.0,USD,51035.06,USD,51035.06,660.09,77.3153
BALANCED,META,csus,2026-01-30,0.0,USD,55396.41,USD,55396.41,716.5,77.3153
BALANCED,META,csus,2026-02-27,0.0,USD,50114.23,USD,50114.23,648.18,77.3153
BALANCED,META,csus,2026-03-31,0.0,USD,44234.4,USD,44234.4,572.13,77.3153
BALANCED,META,csus,2026-04-10,0.0,USD,48697.82,USD,48697.82,629.86,77.3153
BALANCED,META,csus,2026-04-16,0.0,USD,52332.41,USD,52332.41,676.87,77.3153
BALANCED,META,csus,2026-04-24,0.0,USD,52190.15,USD,52190.15,675.03,77.3153
BALANCED,META,csus,2026-04-30,0.0,USD,47310.0,USD,47310.0,611.91,77.3153
BALANCED,META,csus,2026-05-08,0.0,USD,47133.73,USD,47133.73,609.63,77.3153
BALANCED,META,csus,2026-05-14,0.0,USD,47814.1,USD,47814.1,618.43,77.3153
BALANCED,META,csus,2026-05-29,0.0,USD,48902.7,USD,48902.7,632.51,77.3153
BALANCED,MSFT,csus,2025-12-31,0.0,USD,128458.07,USD,128458.07,483.62,265.6178
BALANCED,MSFT,csus,2026-01-30,0.0,USD,109989.78,USD,109989.78,430.29,255.6178
BALANCED,MSFT,csus,2026-02-27,0.0,USD,100391.32,USD,100391.32,392.74,255.6178
BALANCED,MSFT,csus,2026-03-31,0.0,USD,94622.04,USD,94622.04,370.17,255.6178
BALANCED,MSFT,csus,2026-04-10,0.0,USD,94800.97,USD,94800.97,370.87,255.6178
BALANCED,MSFT,csus,2026-04-16,0.0,USD,107425.93,USD,107425.93,420.26,255.6178
BALANCED,MSFT,csus,2026-04-24,0.0,USD,108540.42,USD,108540.42,424.62,255.6178
BALANCED,MSFT,csus,2026-04-30,0.0,USD,104235.82,USD,104235.82,407.78,255.6178
BALANCED,MSFT,csus,2026-05-08,0.0,USD,106112.05,USD,106112.05,415.12,255.6178
BALANCED,MSFT,csus,2026-05-14,0.0,USD,104657.59,USD,104657.59,409.43,255.6178
BALANCED,MSFT,csus,2026-05-29,0.0,USD,115089.35,USD,115089.35,450.24,255.6178
BALANCED,NVDA,csus,2025-12-31,0.0,USD,175553.72,USD,175553.72,186.5,941.3068
BALANCED,NVDA,csus,2026-01-30,0.0,USD,179911.98,USD,179911.98,191.13,941.3068
BALANCED,NVDA,csus,2026-02-27,0.0,USD,166790.16,USD,166790.16,177.19,941.3068
BALANCED,NVDA,csus,2026-03-31,0.0,USD,164163.9,USD,164163.9,174.4,941.3068
BALANCED,NVDA,csus,2026-04-10,0.0,USD,177558.71,USD,177558.71,188.63,941.3068
BALANCED,NVDA,csus,2026-04-16,0.0,USD,186708.21,USD,186708.21,198.35,941.3068
BALANCED,NVDA,csus,2026-04-24,0.0,USD,196045.97,USD,196045.97,208.27,941.3068
BALANCED,NVDA,csus,2026-04-30,0.0,USD,187856.61,USD,187856.61,199.57,941.3068
BALANCED,NVDA,csus,2026-05-08,0.0,USD,202569.22,USD,202569.22,215.2,941.3068
BALANCED,NVDA,csus,2026-05-14,0.0,USD,221903.67,USD,221903.67,235.74,941.3068
BALANCED,NVDA,csus,2026-05-29,0.0,USD,198747.52,USD,198747.52,211.14,941.3068
BALANCED,912797AA1,fius,2025-12-31,0.0,USD,40000.0,USD,40000.0,91.38,437.7326
BALANCED,912797AA1,fius,2026-01-30,0.0,USD,40118.19,USD,40118.19,91.65,437.7326
BALANCED,912797AA1,fius,2026-02-27,0.0,USD,40105.06,USD,40105.06,91.62,437.7326
BALANCED,912797AA1,fius,2026-03-31,0.0,USD,40113.81,USD,40113.81,91.64,437.7326
BALANCED,912797AA1,fius,2026-04-10,0.0,USD,40048.15,USD,40048.15,91.49,437.7326
BALANCED,912797AA1,fius,2026-04-16,0.0,USD,40061.28,USD,40061.28,91.52,437.7326
BALANCED,912797AA1,fius,2026-04-24,0.0,USD,40100.68,USD,40100.68,91.61,437.7326
BALANCED,912797AA1,fius,2026-04-30,0.0,USD,40113.81,USD,40113.81,91.64,437.7326
BALANCED,912797AA1,fius,2026-05-08,0.0,USD,40035.02,USD,40035.02,91.46,437.7326
BALANCED,912797AA1,fius,2026-05-14,0.0,USD,40056.91,USD,40056.91,91.51,437.7326
BALANCED,912797AA1,fius,2026-05-29,0.0,USD,40122.57,USD,40122.57,91.66,437.7326
BALANCED,91282Y2Y1,fius,2025-12-31,18.84,USD,24000.0,USD,24000.0,82.82,289.7851
BALANCED,91282Y2Y1,fius,2026-01-30,18.84,USD,24049.26,USD,24049.26,82.99,289.7851
BALANCED,91282Y2Y1,fius,2026-02-27,18.84,USD,24104.32,USD,24104.32,83.18,289.7851
BALANCED,91282Y2Y1,fius,2026-03-31,18.84,USD,23927.55,USD,23927.55,82.57,289.7851
BALANCED,91282Y2Y1,fius,2026-04-10,18.84,USD,23881.19,USD,23881.19,82.41,289.7851
BALANCED,91282Y2Y1,fius,2026-04-16,18.84,USD,23901.47,USD,23901.47,82.48,289.7851
BALANCED,91282Y2Y1,fius,2026-04-24,18.84,USD,23927.55,USD,23927.55,82.57,289.7851
BALANCED,91282Y2Y1,fius,2026-04-30,18.84,USD,23901.47,USD,23901.47,82.48,289.7851
BALANCED,91282Y2Y1,fius,2026-05-08,18.84,USD,23849.31,USD,23849.31,82.3,289.7851
BALANCED,91282Y2Y1,fius,2026-05-14,18.84,USD,23808.74,USD,23808.74,82.16,289.7851
BALANCED,91282Y2Y1,fius,2026-05-29,18.84,USD,23849.31,USD,23849.31,82.3,289.7851
BALANCED,91282Y5Y1,fius,2025-12-31,19.1,USD,24000.0,USD,24000.0,119.35,201.0892
BALANCED,91282Y5Y1,fius,2026-01-30,19.1,USD,24000.0,USD,24000.0,119.35,201.0892
BALANCED,91282Y5Y1,fius,2026-02-27,19.1,USD,24275.49,USD,24275.49,120.72,201.0892
BALANCED,91282Y5Y1,fius,2026-03-31,19.1,USD,23849.18,USD,23849.18,118.6,201.0892
BALANCED,91282Y5Y1,fius,2026-04-10,19.1,USD,23812.99,USD,23812.99,118.42,201.0892
BALANCED,91282Y5Y1,fius,2026-04-16,19.1,USD,23843.15,USD,23843.15,118.57,201.0892
BALANCED,91282Y5Y1,fius,2026-04-24,19.1,USD,23867.28,USD,23867.28,118.69,201.0892
BALANCED,91282Y5Y1,fius,2026-04-30,19.1,USD,23774.78,USD,23774.78,118.23,201.0892
BALANCED,91282Y5Y1,fius,2026-05-08,19.1,USD,23738.58,USD,23738.58,118.05,201.0892
BALANCED,91282Y5Y1,fius,2026-05-14,19.1,USD,23619.94,USD,23619.94,117.46,201.0892
BALANCED,91282Y5Y1,fius,2026-05-29,19.1,USD,23676.25,USD,23676.25,117.74,201.0892
INCOME,AAPL,csus,2025-12-31,0.0,USD,125630.89,USD,125630.89,271.86,462.1162
INCOME,AAPL,csus,2026-01-30,0.0,USD,123865.99,USD,123865.99,259.48,477.3624
INCOME,AAPL,csus,2026-02-13,0.0,USD,125807.91,USD,125807.91,255.78,491.8599
INCOME,AAPL,csus,2026-02-27,0.0,USD,129939.53,USD,129939.53,264.18,491.8599
INCOME,AAPL,csus,2026-03-31,0.0,USD,128729.23,USD,128729.23,253.79,507.2274
INCOME,AAPL,csus,2026-04-30,0.0,USD,141829.15,USD,141829.15,271.35,522.6798
INCOME,AAPL,csus,2026-05-08,0.0,USD,157393.27,USD,157393.27,293.32,536.5924
INCOME,AAPL,csus,2026-05-14,0.0,USD,160017.2,USD,160017.2,298.21,536.5924
INCOME,AAPL,csus,2026-05-15,0.0,USD,161101.13,USD,161101.13,300.23,536.5924
INCOME,AAPL,csus,2026-05-22,0.0,USD,165710.45,USD,165710.45,308.82,536.5924
INCOME,AAPL,csus,2026-05-29,0.0,USD,167449.01,USD,167449.01,312.06,536.5924
INCOME,AMZN,csus,2025-12-31,0.0,USD,67833.39,USD,67833.39,230.82,293.88
INCOME,AMZN,csus,2026-01-30,0.0,USD,70325.49,USD,70325.49,239.3,293.88
INCOME,AMZN,csus,2026-02-13,0.0,USD,58420.41,USD,58420.41,198.79,293.88
INCOME,AMZN,csus,2026-02-27,0.0,USD,61714.81,USD,61714.81,210.0,293.88
INCOME,AMZN,csus,2026-03-31,0.0,USD,61206.39,USD,61206.39,208.27,293.88
INCOME,AMZN,csus,2026-04-30,0.0,USD,77895.84,USD,77895.84,265.06,293.88
INCOME,AMZN,csus,2026-05-08,0.0,USD,80135.2,USD,80135.2,272.68,293.88
INCOME,AMZN,csus,2026-05-14,0.0,USD,78530.62,USD,78530.62,267.22,293.88
